kepoi_name,kepid,fpp_koi_period,fpp_ror,fpp_prad,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_spec_occrate,fpp_prob,fpp_score,fpp_fail_reason,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_slogg,fpp_slogg_err1,fpp_slogg_err2,fpp_smet,fpp_smet_err1,fpp_smet_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2,fpp_max_av,fpp_pr_steff_mu,fpp_pr_steff_sig,fpp_pr_slogg_mu,fpp_pr_slogg_sig,fpp_pr_smet_mu,fpp_pr_smet_sig
K00081.01,8823868,23.876,0.038,5.63,15,1.38,0,5.1e-34,0,5.8e-286,5.1e-32,3.3e-173,0.055,0,1,,9645,365.647,-388.405,4.36,0.059,-0.05,-1.06,0.119,-0.153,1.36,0.102,-0.134,1.54,0.045,-0.121,9.01,0.035,-0.011,648,44.565,-75.748,0.21,0.069,-0.084,0.53,nan,nan,nan,nan,nan,nan
K00082.01,10187017,16.146,0.031,2.51,29,0.50,5.3e-16,2.7e-10,1e-05,7.2e-11,2.9e-17,2.1e-07,0.210,1.1e-05,1,,4888,42.964,-40.565,4.60,0.009,-0.012,0.02,0.1,-0.099,0.74,0.012,-0.017,0.80,0.023,-0.029,9.54,0.243,-0.27,110,2.537,-2.872,0.08,0.05,-0.047,0.16,4900,98,4.60,0.02,0.08,0.15
K00082.02,10187017,10.312,0.017,1.38,18,0.50,2.1e-19,2.1e-17,0.00018,6.6e-08,8e-11,5e-09,0.128,0.00018,1,,4887,43.204,-42.619,4.60,0.008,-0.014,0.02,0.094,-0.099,0.74,0.013,-0.017,0.80,0.022,-0.029,9.54,0.249,-0.276,110,2.517,-2.858,0.08,0.048,-0.052,0.16,4900,98,4.60,0.02,0.08,0.15
K00082.03,10187017,27.454,0.012,0.97,41,1.35,5.6e-17,3.1e-14,0.0073,6.8e-06,8.7e-07,0.00025,0.082,0.0075,1,,4889,43.879,-43.868,4.60,0.008,-0.012,0.02,0.099,-0.098,0.74,0.013,-0.017,0.80,0.023,-0.029,9.54,0.234,-0.285,110,2.489,-2.921,0.08,0.05,-0.049,0.16,4900,98,4.60,0.02,0.08,0.15
K00082.04,10187017,7.071,0.008,0.65,16,0.99,1.9e-21,4.6e-19,0.0035,3.3e-06,1.7e-05,1.8e-05,0.018,0.0035,1,,4889,44.137,-41.629,4.60,0.009,-0.012,0.02,0.1,-0.1,0.74,0.013,-0.018,0.80,0.023,-0.031,9.53,0.253,-0.27,110,2.688,-2.968,0.08,0.049,-0.052,0.16,4900,98,4.60,0.02,0.08,0.15
K00082.05,10187017,5.287,0.006,0.49,16,1.26,2.1e-19,3.4e-18,0.01,0.0002,5.7e-05,0.00033,0.001,0.011,1,,4889,43.376,-41.792,4.60,0.008,-0.013,0.02,0.1,-0.097,0.74,0.013,-0.017,0.80,0.023,-0.028,9.53,0.25,-0.265,110,2.492,-2.828,0.08,0.051,-0.051,0.16,4900,98,4.60,0.02,0.08,0.15
K00082.06,nan,nan,0.009,0.73,37,3.90,7.2e-07,5e-06,0.18,0.00028,0.00039,0.071,0.039,0.25,1,,4889,43.454,-42.733,4.60,0.009,-0.013,0.02,0.099,-0.099,0.74,0.013,-0.017,0.80,0.022,-0.03,9.54,0.241,-0.269,110,2.537,-2.953,0.08,0.047,-0.053,0.16,4900,98,4.60,0.02,0.08,0.15
K00084.01,2571238,9.287,0.024,2.19,17,0.50,1.3e-64,3.8e-10,2.1e-07,1.2e-13,6.2e-13,1e-19,0.219,2.1e-07,1,,5631,67.926,-57.811,4.55,0.017,-0.013,-0.18,0.107,-0.107,0.84,0.027,-0.03,0.92,0.035,-0.033,9.19,0.179,-0.119,209,7.331,-7.959,0.07,0.059,-0.045,0.43,5546,100,4.58,0.02,-0.14,0.15
K00085.01,5866724,5.860,0.016,2.47,8,1.29,6e-216,1.6e-09,1.3e-12,5.5e-65,1.3e-10,3.9e-17,0.208,1.8e-09,1,,6277,59.334,-58.988,4.23,0.034,-0.032,0.12,0.118,-0.106,1.41,0.071,-0.063,1.25,0.046,-0.039,9.47,0.06,-0.089,298,14.709,-14.197,0.06,0.047,-0.038,0.23,6181,68,4.22,0.03,0.14,0.15
K00085.02,5866724,2.155,0.009,1.39,5,1.83,4.2e-142,1.6e-20,3.4e-13,6.8e-31,1.2e-07,1.1e-10,0.136,1.2e-07,1,,6276,61.479,-60.153,4.23,0.033,-0.034,0.12,0.118,-0.106,1.41,0.074,-0.066,1.25,0.046,-0.042,9.47,0.061,-0.089,297,15.631,-14.568,0.06,0.049,-0.04,0.23,6181,68,4.22,0.03,0.14,0.15
K00085.03,5866724,8.131,0.010,1.54,12,1.41,5.7e-65,2.7e-12,4.8e-06,0,6.6e-10,7.4e-16,0.153,4.8e-06,1,,6276,59.941,-56.245,4.23,0.033,-0.033,0.12,0.117,-0.102,1.42,0.07,-0.065,1.25,0.046,-0.039,9.47,0.057,-0.086,297,14.857,-14.214,0.06,0.048,-0.039,0.23,6181,68,4.22,0.03,0.14,0.15
K00087.01,10593626,289.864,0.024,2.38,113,1.02,5.4e-16,0.02,7.9e-08,3e-26,4e-16,6.6e-09,0.211,0.02,1,,5693,56.036,-51.527,4.50,0.041,-0.074,-0.12,0.106,-0.129,0.91,0.07,-0.049,0.94,0.036,-0.048,9.59,0.282,-0.355,212,16.313,-12.23,0.04,0.048,-0.031,0.19,5516,82,4.45,0.10,-0.26,0.15
K00088.01,7700871,5.180,0.212,22.49,6,0.50,1.7e-21,6e-07,0.4,0.0035,0.15,0.45,0.011,1,1,,5847,155.111,-128.516,4.46,0.071,-0.141,-0.12,0.162,-0.213,0.97,0.192,-0.101,0.98,0.08,-0.08,9.57,0.252,-0.349,246,49.857,-27.292,0.21,0.115,-0.099,0.76,nan,nan,nan,nan,nan,nan
K00089.01,8056665,84.688,0.017,2.73,31,0.75,0,1.1e-05,7.1e-30,1.2e-106,1.7e-06,6e-20,0.201,2.9e-05,1,,7142,78.435,-72.534,4.25,0.029,-0.036,-0.17,0.08,-0.129,1.47,0.075,-0.089,1.39,0.046,-0.078,9.12,0.072,-0.074,531,28.394,-33.167,0.03,0.039,-0.023,1.32,6688,120,4.06,0.17,-0.20,0.15
K00089.02,8056665,207.583,0.023,3.68,71,1.02,5.1e-83,0.14,4.8e-06,2.5e-24,8.6e-05,3.4e-08,0.131,0.14,1,,7139,78.186,-72.661,4.25,0.028,-0.035,-0.17,0.076,-0.125,1.47,0.076,-0.09,1.39,0.043,-0.081,9.12,0.068,-0.075,530,27.921,-33.289,0.03,0.039,-0.023,1.32,6688,120,4.06,0.17,-0.20,0.15
K00090.01,9210823,0.828,0.011,1.24,12,0.50,2e-41,4.3e-57,2.6e-07,2.1e-12,1e-06,1,0.123,1,1,,5904,77.497,-93.845,4.43,0.059,-0.104,0.01,0.143,-0.167,1.03,0.138,-0.084,1.04,0.052,-0.059,9.52,0.243,-0.309,254,34.208,-21.935,0.19,0.039,-0.068,0.25,nan,nan,nan,nan,nan,nan
K00092.01,7941200,65.705,0.024,2.81,46,0.60,0.00018,0.29,8.4e-05,4.8e-08,9.7e-05,1.6e-11,0.197,0.29,1,,6050,70.687,-69.154,4.41,0.038,-0.054,-0.01,0.103,-0.112,1.07,0.071,-0.06,1.09,0.039,-0.046,9.38,0.202,-0.209,278,19.637,-16.574,0.10,0.046,-0.053,0.17,5918,106,4.40,0.08,-0.04,0.15
K00094.01,6462863,22.343,0.069,9.16,40,0.50,0,1.5e-09,2e-19,3.3e-61,2.1e-07,1.3e-47,0.062,2.1e-07,1,,6324,95.324,-95.823,4.34,0.049,-0.065,-0.04,0.113,-0.114,1.22,0.116,-0.09,1.18,0.062,-0.064,9.32,0.157,-0.162,427,42.169,-34.58,0.20,0.067,-0.066,1.22,6181,111,4.23,0.14,-0.02,0.15
K00094.02,6462863,10.424,0.026,3.44,25,0.50,0,5.4e-07,1.1e-21,4.2e-77,6.4e-10,2e-18,0.156,5.4e-07,1,,6324,93.751,-98.88,4.34,0.047,-0.067,-0.04,0.116,-0.106,1.21,0.117,-0.087,1.18,0.059,-0.061,9.32,0.157,-0.163,425,42.89,-33.328,0.20,0.065,-0.065,1.22,6181,111,4.23,0.14,-0.02,0.15
K00094.03,6462863,54.320,0.042,5.57,72,0.50,0,2.8e-06,4.8e-11,1e-91,0.00047,9.2e-21,0.053,0.00047,1,,6325,93.509,-95.26,4.34,0.051,-0.065,-0.04,0.123,-0.11,1.22,0.117,-0.091,1.18,0.063,-0.062,9.32,0.16,-0.162,426,43.17,-34.225,0.20,0.066,-0.064,1.22,6181,111,4.23,0.14,-0.02,0.15
K00094.04,6462863,3.743,0.010,1.32,17,0.63,0,1.7e-21,2.7e-103,7.7e-244,4.3e-09,9.4e-33,0.133,0.0054,0.99,,6322,97.685,-93.596,4.34,0.048,-0.065,-0.04,0.111,-0.112,1.22,0.109,-0.089,1.18,0.06,-0.061,9.32,0.159,-0.163,426,39.874,-34.199,0.20,0.065,-0.066,1.22,6181,111,4.23,0.14,-0.02,0.15
K00097.01,5780885,4.885,0.080,16.48,54,0.50,0,1.5e-07,4.4e-44,1.8e-145,1.2e-05,4.7e-32,0.055,1.2e-05,1,,6159,47.241,-44.368,4.00,0.019,-0.018,0.04,0.074,-0.034,1.89,0.086,-0.063,1.29,0.104,-0.041,9.59,0.041,-0.09,854,41.712,-29.027,0.24,0.022,-0.036,0.27,6036,78,3.97,0.02,0.10,0.10
K00098.01,10264660,6.790,0.045,10.21,23,0.50,0,1e-06,8.5e-49,1.2e-86,3.5e-07,2.6e-85,0.068,1.4e-06,1,,6545,54.892,-59.286,3.98,0.018,-0.021,0.07,0.089,-0.064,2.08,0.068,-0.066,1.51,0.04,-0.039,9.33,0.034,-0.033,764,26.929,-26.441,0.15,0.024,-0.038,0.19,6372,76,3.95,0.02,0.04,0.15
K00100.01,4055765,9.966,0.050,7.68,41,0.50,7.1e-61,0.032,0.026,5.9e-11,0.19,0.0031,0.053,0.25,1,,6732,67.874,-78.188,4.25,0.055,-0.059,-0.12,0.114,-0.122,1.41,0.119,-0.117,1.29,0.074,-0.072,9.25,0.107,-0.106,618,52.875,-50.989,0.35,0.027,-0.048,0.39,6638,120,3.66,0.20,-0.16,0.15
K00102.01,8456679,1.735,0.028,3.24,12,2.07,3.1e-193,6.2e-08,0.00014,5.3e-39,1.8e-08,2.4e-31,0.172,0.00014,1,,5918,80.882,-78.459,4.42,0.043,-0.062,0.10,0.099,-0.098,1.06,0.082,-0.061,1.08,0.039,-0.04,9.44,0.223,-0.254,380,30.174,-23.535,0.23,0.066,-0.067,1.28,5751,103,4.39,0.08,0.21,0.15
K00102.02,8456679,4.068,0.008,0.92,16,4.00,3.9e-87,2e-20,0.0039,4.6e-23,2.9e-08,4.2e-06,0.090,0.0039,1,,5920,79.087,-81.0,4.42,0.041,-0.061,0.10,0.098,-0.103,1.06,0.082,-0.057,1.08,0.04,-0.041,9.44,0.22,-0.262,380,30.353,-21.818,0.24,0.064,-0.066,1.28,5751,103,4.39,0.08,0.21,0.15
K00103.01,2444412,14.911,0.027,2.76,46,0.50,5.5e-124,0.00064,9.8e-06,8.8e-16,9.7e-15,4.2e-12,0.202,0.00065,1,,5773,76.429,-77.367,4.50,0.025,-0.031,-0.04,0.1,-0.107,0.94,0.04,-0.041,1.00,0.036,-0.042,9.35,0.239,-0.202,328,15.488,-15.982,0.16,0.065,-0.064,0.49,5650,101,4.50,0.04,-0.04,0.15
K00104.01,10318874,2.508,0.039,3.19,23,0.50,2.6e-08,0.00025,1.1e-10,1.5e-05,0.00013,5.3e-12,0.178,0.0004,1,,4744,30.328,-33.992,4.60,0.007,-0.014,0.28,0.074,-0.072,0.75,0.012,-0.013,0.82,0.013,-0.018,9.33,0.307,-0.213,191,4.031,-4.456,0.11,0.024,-0.044,0.15,4780,95,4.60,0.01,0.34,0.10
K00105.01,8711794,8.981,0.030,2.90,27,0.50,0.00029,0.021,2.3e-06,3.4e-09,1.3e-06,3.7e-14,0.195,0.022,1,,5715,94.342,-83.949,4.49,0.066,-0.11,-0.29,0.124,-0.121,0.89,0.11,-0.075,0.88,0.051,-0.055,9.74,0.257,-0.434,332,41.133,-29.604,0.27,0.077,-0.076,0.94,5666,124,4.36,0.16,-0.40,0.15
K00106.01,10489525,1.612,0.182,27.78,19,0.50,1.2e-247,1.2e-69,2.1e-85,3.4e-130,8.6e-27,0.24,0.006,1,0.24,,6996,104.821,-114.788,4.26,0.053,-0.048,-0.22,0.167,-0.211,1.40,0.124,-0.128,1.31,0.106,-0.097,9.16,0.102,-0.069,674,60.298,-63.527,0.48,0.028,-0.053,0.52,nan,nan,nan,nan,nan,nan
K00107.01,11250587,7.257,0.021,3.50,17,0.50,0,2e-06,2.2e-15,8.5e-154,1.4e-05,1.2e-20,0.152,1.6e-05,1,,6000,54.876,-55.402,4.13,0.023,-0.023,0.09,0.078,-0.068,1.53,0.058,-0.051,1.16,0.066,-0.034,9.73,0.057,-0.084,623,24.914,-21.75,0.17,0.047,-0.051,0.25,5858,70,4.11,0.02,0.22,0.15
K00108.01,4914423,15.965,0.021,3.32,21,0.50,3.8e-169,0.004,1.3e-06,2.2e-21,4.5e-05,1.2e-16,0.162,0.0041,1,,6033,67.922,-68.175,4.18,0.032,-0.031,0.07,0.076,-0.066,1.45,0.067,-0.067,1.15,0.06,-0.037,9.71,0.059,-0.087,483,22.926,-22.605,0.17,0.059,-0.058,0.35,5880,78,4.15,0.03,0.08,0.15
K00108.02,4914423,179.608,0.035,5.55,68,0.81,2.4e-177,0.00025,2.3e-07,1.3e-35,0.00063,1.8e-10,0.055,0.00089,1,,6038,68.695,-69.092,4.18,0.032,-0.033,0.06,0.082,-0.067,1.45,0.07,-0.068,1.15,0.061,-0.037,9.71,0.059,-0.087,484,24.176,-23.172,0.18,0.055,-0.06,0.35,5880,78,4.15,0.03,0.08,0.15
K00109.01,4752451,6.415,0.200,26.11,40,0.50,5.7e-22,2.2e-09,0.43,1.6e-08,0.029,0.54,0.008,1,1,,6354,96.044,-125.063,4.35,0.064,-0.075,-0.10,0.159,-0.177,1.20,0.134,-0.117,1.16,0.078,-0.084,9.33,0.178,-0.173,434,51.384,-45.759,0.33,0.041,-0.076,0.38,nan,nan,nan,nan,nan,nan
K00110.01,9450647,9.941,0.021,2.73,19,0.50,0,0.00015,9.7e-10,1.4e-24,1.5e-13,4.5e-12,0.202,0.00015,1,,6353,67.106,-66.859,4.36,0.033,-0.04,-0.06,0.13,-0.106,1.19,0.071,-0.068,1.18,0.05,-0.052,9.22,0.135,-0.102,540,35.202,-34.424,0.09,0.024,-0.04,0.12,6215,111,4.30,0.08,0.08,0.15
K00111.01,6678383,11.428,0.021,2.29,20,0.50,0,8e-10,2.7e-16,5.1e-35,2.2e-15,8.6e-12,0.214,8.1e-10,1,,6114,79.611,-80.352,4.45,0.045,-0.061,-0.26,0.129,-0.144,1.00,0.084,-0.071,1.01,0.059,-0.059,9.39,0.243,-0.228,391,34.073,-29.318,0.17,0.059,-0.063,0.28,5979,108,4.39,0.11,-0.34,0.15
K00111.02,6678383,23.668,0.021,2.29,23,0.50,8.9e-223,5.8e-10,4.2e-14,2.2e-29,1.2e-10,3.3e-10,0.215,7.8e-06,1,,6112,80.222,-80.801,4.45,0.043,-0.057,-0.26,0.126,-0.141,1.00,0.076,-0.069,1.01,0.057,-0.058,9.39,0.243,-0.233,391,30.479,-28.339,0.17,0.059,-0.064,0.28,5979,108,4.39,0.11,-0.34,0.15
K00111.03,6678383,51.755,0.024,2.61,38,0.50,9.9e-109,6.9e-06,0.00039,6.2e-25,0.0001,2.5e-09,0.206,0.0005,1,,6117,78.974,-84.165,4.45,0.045,-0.059,-0.26,0.128,-0.144,1.00,0.08,-0.072,1.01,0.059,-0.059,9.39,0.246,-0.234,392,32.115,-29.614,0.17,0.058,-0.064,0.28,5979,108,4.39,0.11,-0.34,0.15
K00112.01,10984090,51.079,0.025,2.83,36,0.60,1.3e-304,0.00021,6.8e-07,7.2e-45,4.3e-16,3.3e-11,0.200,0.00022,1,,6009,65.491,-76.786,4.44,0.035,-0.045,-0.03,0.1,-0.11,1.04,0.062,-0.057,1.07,0.039,-0.047,9.34,0.225,-0.188,432,26.637,-25.26,0.17,0.053,-0.062,0.26,5833,105,4.41,0.09,-0.04,0.15
K00112.02,10984090,3.709,0.010,1.13,16,0.60,9.2e-232,1.8e-16,1e-05,1e-22,1.1e-07,1.6e-09,0.112,1e-05,1,,6007,68.375,-72.417,4.44,0.033,-0.045,-0.03,0.096,-0.107,1.04,0.059,-0.055,1.07,0.039,-0.048,9.35,0.215,-0.191,431,26.255,-24.421,0.17,0.05,-0.059,0.26,5833,105,4.41,0.09,-0.04,0.15
K00114.01,6721123,7.362,0.183,25.06,41,0.50,8.2e-259,2.1e-18,0.067,4.3e-27,0.0058,0.93,0.009,1,1,,6408,94.824,-98.588,4.33,0.048,-0.058,-0.04,0.12,-0.112,1.26,0.109,-0.097,1.21,0.065,-0.068,9.26,0.15,-0.12,547,48.993,-44.978,0.23,0.069,-0.069,0.88,6227,111,3.99,0.18,0.00,0.15
K00115.01,9579641,5.412,0.025,2.86,22,0.50,0,2.2e-06,2e-07,7.1e-83,3.1e-05,3.9e-16,0.198,3.3e-05,1,,6080,68.723,-62.181,4.43,0.031,-0.041,-0.06,0.101,-0.11,1.05,0.063,-0.052,1.08,0.037,-0.044,9.28,0.201,-0.149,472,30.581,-24.804,0.05,0.049,-0.035,0.17,5779,104,4.34,0.13,-0.06,0.15
K00115.02,9579641,7.126,0.015,1.72,24,0.63,7.7e-153,1.2e-06,8.3e-06,4.5e-58,5.9e-08,5.8e-09,0.173,9.7e-06,1,,6081,67.069,-60.902,4.43,0.032,-0.042,-0.06,0.097,-0.11,1.05,0.061,-0.054,1.08,0.035,-0.045,9.28,0.21,-0.146,473,30.458,-25.452,0.05,0.048,-0.037,0.17,5779,104,4.34,0.13,-0.06,0.15
K00115.03,nan,nan,0.005,0.57,11,2.79,8e-243,2.7e-11,0.025,1.7e-31,8.6e-05,0.42,0.001,0.44,1,,6083,68.675,-60.206,4.43,0.031,-0.042,-0.06,0.099,-0.114,1.05,0.063,-0.052,1.08,0.036,-0.046,9.29,0.202,-0.152,473,30.4,-24.224,0.05,0.051,-0.036,0.17,5779,104,4.34,0.13,-0.06,0.15
K00116.01,8395660,13.571,0.024,2.74,42,0.50,6.9e-78,0.0053,1.3e-05,2.8e-13,4.2e-06,5.3e-10,0.202,0.0053,1,,6041,83.429,-80.449,4.43,0.038,-0.05,-0.06,0.103,-0.105,1.05,0.068,-0.062,1.07,0.042,-0.048,9.35,0.214,-0.19,449,30.097,-28.352,0.23,0.064,-0.064,2.95,5854,105,4.41,0.09,-0.12,0.15
K00116.02,8395660,43.844,0.026,2.97,45,0.63,1.2e-109,0.00017,5.1e-05,1.7e-21,2.3e-05,1.4e-08,0.194,0.00024,1,,6043,82.158,-82.507,4.43,0.038,-0.05,-0.05,0.099,-0.115,1.05,0.071,-0.06,1.07,0.042,-0.049,9.35,0.214,-0.192,449,32.179,-28.026,0.23,0.065,-0.065,2.95,5854,105,4.41,0.09,-0.12,0.15
K00116.03,8395660,6.165,0.007,0.80,20,3.30,2e-125,8.4e-16,0.045,1.1e-20,1.1e-05,0.19,0.057,0.24,1,,6041,84.467,-77.995,4.43,0.037,-0.051,-0.06,0.104,-0.115,1.04,0.072,-0.062,1.07,0.043,-0.052,9.35,0.217,-0.186,449,32.133,-28.255,0.23,0.064,-0.068,2.95,5854,105,4.41,0.09,-0.12,0.15
K00116.04,8395660,23.980,0.012,1.37,37,2.01,2e-140,1e-09,0.00028,3.5e-18,3.6e-10,4e-06,0.131,0.0014,1,,6042,82.49,-82.564,4.43,0.037,-0.049,-0.06,0.103,-0.111,1.05,0.071,-0.061,1.07,0.043,-0.051,9.34,0.218,-0.188,449,31.111,-27.746,0.23,0.063,-0.066,2.95,5854,105,4.41,0.09,-0.12,0.15
K00117.01,10875245,14.749,0.019,2.93,32,0.78,3.7e-313,2e-06,2.8e-06,8.7e-33,7.9e-05,3.6e-12,0.196,8.4e-05,1,,5943,60.577,-56.007,4.20,0.02,-0.019,0.17,0.079,-0.071,1.41,0.052,-0.045,1.16,0.053,-0.053,9.71,0.087,-0.082,507,19.487,-17.458,0.17,0.055,-0.052,0.31,5847,64,4.19,0.02,0.26,0.10
K00117.02,10875245,4.901,0.011,1.69,13,0.66,1.1e-267,1.5e-18,1.7e-07,9.5e-46,2.8e-09,5.5e-10,0.170,2.2e-07,1,,5944,58.74,-56.448,4.20,0.019,-0.02,0.17,0.08,-0.072,1.41,0.05,-0.045,1.16,0.055,-0.053,9.71,0.092,-0.079,507,18.87,-17.191,0.17,0.054,-0.055,0.31,5847,64,4.19,0.02,0.26,0.10
K00117.03,10875245,3.180,0.010,1.54,16,0.78,0,1.1e-17,1.5e-07,3.2e-57,1.9e-08,4.8e-10,0.150,2.2e-07,1,,5944,60.095,-56.032,4.20,0.019,-0.019,0.17,0.079,-0.073,1.42,0.046,-0.046,1.16,0.054,-0.053,9.71,0.088,-0.08,508,18.133,-17.806,0.17,0.053,-0.053,0.31,5847,64,4.19,0.02,0.26,0.10
K00117.04,10875245,7.958,0.007,1.08,21,2.10,2.4e-134,1.8e-15,0.0002,8.7e-22,5.2e-07,3.3e-05,0.100,0.00026,1,,5944,60.894,-57.047,4.20,0.019,-0.02,0.17,0.077,-0.072,1.41,0.048,-0.048,1.16,0.053,-0.055,9.71,0.094,-0.08,508,18.829,-18.236,0.17,0.055,-0.054,0.31,5847,64,4.19,0.02,0.26,0.10
K00118.01,3531558,24.993,0.016,2.41,25,0.63,5.7e-174,0.00022,1.1e-07,4.2e-22,1.1e-10,3.7e-14,0.212,0.00022,1,,5884,66.237,-71.374,4.19,0.017,-0.017,0.05,0.086,-0.081,1.38,0.043,-0.042,1.07,0.041,-0.038,9.84,0.071,-0.073,460,15.826,-15.302,0.17,0.061,-0.059,0.42,5718,85,4.18,0.02,0.00,0.15
K00119.01,9471974,49.184,0.037,7.57,37,1.29,2.5e-185,4.7e-05,3.5e-06,1.3e-51,3e-12,2.5e-17,0.053,5.1e-05,1,,5775,67.49,-67.929,3.98,0.029,-0.029,0.20,0.078,-0.062,1.88,0.118,-0.095,1.21,0.136,-0.051,9.74,0.069,-0.135,641,42.007,-33.853,0.32,0.061,-0.06,0.44,5626,89,3.91,0.04,0.36,0.10
K00119.02,9471974,190.322,0.035,7.16,65,1.17,6.8e-54,0.034,0.00038,6.1e-34,1.8e-05,1.2e-12,0.052,0.034,1,,5776,67.046,-70.091,3.98,0.031,-0.027,0.20,0.077,-0.06,1.88,0.109,-0.098,1.21,0.131,-0.049,9.74,0.069,-0.134,640,39.122,-34.312,0.32,0.058,-0.065,0.44,5626,89,3.91,0.04,0.36,0.10
K00120.01,11869052,20.546,0.017,2.38,60,2.04,2.6e-06,0.071,0.00023,1.5e-06,1.9e-05,1.1e-06,0.210,0.071,1,,6423,98.042,-119.481,4.32,0.049,-0.052,0.04,0.178,-0.174,1.29,0.108,-0.106,1.24,0.07,-0.075,9.21,0.147,-0.096,432,38.274,-38.487,0.17,0.046,-0.071,0.23,nan,nan,nan,nan,nan,nan
K00121.01,3247396,8.811,0.243,32.22,51,0.50,8.2e-155,9.1e-12,0.38,2.2e-24,0.022,0.6,0.001,1,1,,6400,105.795,-106.352,4.34,0.054,-0.071,-0.12,0.116,-0.109,1.22,0.129,-0.093,1.17,0.071,-0.061,9.32,0.165,-0.163,539,60.254,-44.419,0.28,0.071,-0.07,0.72,6200,125,3.80,0.23,-0.12,0.15
K00122.01,8349582,11.523,0.020,3.00,21,0.50,2e-45,0.03,1.5e-07,2.4e-14,2.4e-05,5.6e-19,0.191,0.03,1,,5753,52.223,-56.578,4.18,0.033,-0.032,0.13,0.085,-0.084,1.37,0.064,-0.061,1.04,0.036,-0.033,9.93,0.054,-0.057,435,21.022,-20.446,0.14,0.035,-0.052,0.19,5644,84,4.16,0.03,0.30,0.15
K00123.01,5094751,6.482,0.018,2.60,10,0.50,1.6e-172,3.7e-07,1.7e-06,3.1e-29,1.4e-06,4.7e-11,0.206,3.5e-06,1,,6073,57.356,-65.803,4.24,0.03,-0.032,-0.02,0.067,-0.091,1.32,0.065,-0.059,1.11,0.035,-0.049,9.70,0.057,-0.053,468,23.366,-21.27,0.15,0.055,-0.054,0.31,5945,71,4.21,0.03,-0.08,0.10
K00123.02,5094751,21.223,0.017,2.45,27,0.51,0,6.2e-07,4.4e-40,1.8e-84,0.0015,1.4e-40,0.208,0.0027,1,,6071,59.327,-65.176,4.24,0.031,-0.032,-0.02,0.069,-0.096,1.32,0.064,-0.06,1.11,0.038,-0.049,9.70,0.057,-0.055,467,23.462,-21.52,0.15,0.053,-0.056,0.31,5945,71,4.21,0.03,-0.08,0.10
K00124.01,11086270,12.691,0.014,1.62,57,0.66,0,3.7e-05,1.7e-07,6.7e-86,1.7e-05,1.4e-14,0.166,6.9e-05,1,,6138,75.181,-77.805,4.42,0.039,-0.051,-0.12,0.102,-0.122,1.06,0.073,-0.066,1.08,0.042,-0.052,9.32,0.214,-0.173,501,36.233,-33.676,0.13,0.049,-0.06,0.21,5869,117,4.02,0.21,-0.16,0.15
K00124.02,11086270,31.720,0.017,1.96,35,0.63,4.8e-269,0.0015,6.9e-08,1.3e-27,6.9e-05,5.2e-15,0.204,0.0016,1,,6137,75.319,-79.195,4.42,0.04,-0.049,-0.12,0.098,-0.12,1.06,0.073,-0.064,1.08,0.041,-0.052,9.32,0.216,-0.176,501,35.578,-32.295,0.13,0.052,-0.06,0.21,5869,117,4.02,0.21,-0.16,0.15
K00125.01,11449844,38.479,0.138,13.15,172,0.50,2.5e-108,5.5e-05,7.2e-07,5.3e-35,3.6e-07,7.1e-23,0.074,5.6e-05,1,,5537,46.525,-44.511,4.54,0.012,-0.014,0.05,0.096,-0.094,0.87,0.019,-0.019,0.96,0.021,-0.026,9.27,0.208,-0.174,474,12.198,-12.58,0.23,0.021,-0.037,0.25,5510,98,4.54,0.02,0.16,0.15
K00126.01,5897826,33.804,0.106,12.88,169,0.50,0,4.1e-19,3.8e-18,4e-172,9.1e-07,1.2e-40,0.074,0.0032,1,,6026,89.988,-89.308,4.39,0.051,-0.077,0.08,0.103,-0.098,1.11,0.112,-0.078,1.11,0.048,-0.044,9.41,0.216,-0.235,520,53.173,-39.088,0.30,0.068,-0.073,0.87,5855,117,4.00,0.20,0.16,0.15
K00126.02,5897826,0.875,0.004,0.48,15,2.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,TrapMCMCNotConverged,6023,91.786,-88.294,4.39,0.05,-0.08,0.09,0.102,-0.1,1.11,0.118,-0.075,1.11,0.05,-0.041,9.41,0.209,-0.237,519,55.813,-38.09,0.30,0.067,-0.071,0.87,5855,117,4.00,0.20,0.16,0.15
K00127.01,8359498,3.579,0.096,10.04,33,0.50,5e-300,3.2e-06,6.8e-10,1.7e-53,1.2e-07,4.8e-27,0.067,3.3e-06,1,,5732,51.449,-57.04,4.48,0.024,-0.034,0.09,0.099,-0.104,0.96,0.038,-0.032,1.01,0.028,-0.032,9.39,0.247,-0.234,618,26.448,-23.025,0.20,0.022,-0.041,0.23,5524,110,4.42,0.05,0.20,0.15
