koi rprs secthresh maxrad pr_heb pr_heb_Px2 pr_eb pr_eb_Px2 pr_beb pr_beb_Px2 L_tot fp FPP
K07202.01 0.008 30 1.83 nan nan nan nan nan nan nan nan nan 
K07203.01 0.007 34 2.85 nan nan nan nan nan nan nan nan nan 
K07204.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07205.01 0.091 79 0.50 nan nan nan nan nan nan nan nan nan 
K07206.01 0.480 36 4.00 nan nan nan nan nan nan nan nan nan 
K07207.01 0.561 64516 4.00 nan nan nan nan nan nan nan nan nan 
K07208.01 0.010 90 1.59 nan nan nan nan nan nan nan nan nan 
K07209.01 0.007 27 2.61 nan nan nan nan nan nan nan nan nan 
K07210.01 0.159 10393 0.50 nan nan nan nan nan nan nan nan nan 
K07210.02 0.011 68 2.16 nan nan nan nan nan nan nan nan nan 
K07211.01 0.604 1034 4.00 nan nan nan nan nan nan nan nan nan 
K07212.01 0.006 18 2.43 nan nan nan nan nan nan nan nan nan 
K07213.01 0.024 813 0.57 nan nan nan nan nan nan nan nan nan 
K07214.01 0.314 84 0.50 nan nan nan nan nan nan nan nan nan 
K07215.01 0.010 80 2.34 nan nan nan nan nan nan nan nan nan 
K07216.01 0.005 11 0.93 nan nan nan nan nan nan nan nan nan 
K07217.01 0.516 613 0.50 nan nan nan nan nan nan nan nan nan 
K07218.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07219.01 0.008 68 2.22 nan nan nan nan nan nan nan nan nan 
K07220.01 0.008 40 1.95 nan nan nan nan nan nan nan nan nan 
K07221.01 0.660 90330 4.00 nan nan nan nan nan nan nan nan nan 
K07222.01 0.515 101048 0.50 nan nan nan nan nan nan nan nan nan 
K07223.01 0.019 430 0.63 nan nan nan nan nan nan nan nan nan 
K07224.01 0.015 218 2.37 nan nan nan nan nan nan nan nan nan 
K07225.01 0.495 3420 0.50 nan nan nan nan nan nan nan nan nan 
K07226.01 0.013 214 5.10 nan nan nan nan nan nan nan nan nan 
K07227.01 0.015 144 0.50 nan nan nan nan nan nan nan nan nan 
K07228.01 0.426 26247 0.50 nan nan nan nan nan nan nan nan nan 
K07229.01 0.586 22973 4.00 nan nan nan nan nan nan nan nan nan 
K07230.01 0.201 60 0.50 nan nan nan nan nan nan nan nan nan 
K07231.01 0.438 11854 0.50 nan nan nan nan nan nan nan nan nan 
K07231.02 nan nan nan nan nan nan nan nan nan nan nan nan 
K07232.01 0.014 138 3.90 nan nan nan nan nan nan nan nan nan 
K07233.01 0.655 68517 4.00 nan nan nan nan nan nan nan nan nan 
K07234.01 0.667 36771 4.00 nan nan nan nan nan nan nan nan nan 
K07235.01 0.014 168 2.07 nan nan nan nan nan nan nan nan nan 
K07236.01 0.009 52 3.60 nan nan nan nan nan nan nan nan nan 
K07237.01 0.011 74 2.61 nan nan nan nan nan nan nan nan nan 
K07238.01 0.474 3052 0.50 nan nan nan nan nan nan nan nan nan 
K07239.01 0.016 99 3.30 nan nan nan nan nan nan nan nan nan 
K07240.01 0.006 31 1.95 nan nan nan nan nan nan nan nan nan 
K07241.01 0.487 28124 0.50 nan nan nan nan nan nan nan nan nan 
K07242.01 0.675 564 0.50 nan nan nan nan nan nan nan nan nan 
K07243.01 0.007 22 1.80 nan nan nan nan nan nan nan nan nan 
K07244.01 0.005 8 1.98 nan nan nan nan nan nan nan nan nan 
K07245.01 0.014 66 2.73 nan nan nan nan nan nan nan nan nan 
K07246.01 0.012 65 4.20 nan nan nan nan nan nan nan nan nan 
K07247.01 0.008 30 2.49 nan nan nan nan nan nan nan nan nan 
K07248.01 0.007 26 2.34 nan nan nan nan nan nan nan nan nan 
K07249.01 0.657 68 0.84 nan nan nan nan nan nan nan nan nan 
K07250.01 0.011 119 2.79 nan nan nan nan nan nan nan nan nan 
K07251.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07252.01 0.011 97 3.90 nan nan nan nan nan nan nan nan nan 
K07253.01 0.527 1371 1.23 nan nan nan nan nan nan nan nan nan 
K07254.01 0.372 32523 0.50 nan nan nan nan nan nan nan nan nan 
K07255.01 0.017 206 11.10 nan nan nan nan nan nan nan nan nan 
K07256.01 0.329 9201 0.50 nan nan nan nan nan nan nan nan nan 
K07257.01 0.517 128 0.50 nan nan nan nan nan nan nan nan nan 
K07258.01 0.005 17 2.43 nan nan nan nan nan nan nan nan nan 
K07259.01 0.162 8752 0.50 nan nan nan nan nan nan nan nan nan 
K07260.01 0.601 32566 0.50 nan nan nan nan nan nan nan nan nan 
K07261.01 0.472 151 0.50 nan nan nan nan nan nan nan nan nan 
K07262.01 0.019 17 2.25 nan nan nan nan nan nan nan nan nan 
K07263.01 0.213 53 0.50 nan nan nan nan nan nan nan nan nan 
K07264.01 0.007 75 2.13 nan nan nan nan nan nan nan nan nan 
K07265.01 0.208 8483 0.50 nan nan nan nan nan nan nan nan nan 
K07266.01 0.004 16 3.60 nan nan nan nan nan nan nan nan nan 
K07267.01 0.041 259 0.54 nan nan nan nan nan nan nan nan nan 
K07268.01 0.552 78822 0.50 nan nan nan nan nan nan nan nan nan 
K07269.01 0.471 17801 0.81 nan nan nan nan nan nan nan nan nan 
K07270.01 0.014 161 3.90 nan nan nan nan nan nan nan nan nan 
K07271.01 0.008 24 0.96 nan nan nan nan nan nan nan nan nan 
K07272.01 0.010 83 2.85 nan nan nan nan nan nan nan nan nan 
K07273.01 0.360 6734 0.50 nan nan nan nan nan nan nan nan nan 
K07274.01 0.617 118806 4.00 nan nan nan nan nan nan nan nan nan 
K07275.01 0.471 56350 0.50 nan nan nan nan nan nan nan nan nan 
K07276.01 0.554 397 0.50 nan nan nan nan nan nan nan nan nan 
K07277.01 0.013 110 2.58 nan nan nan nan nan nan nan nan nan 
K07278.01 0.586 19152 4.00 nan nan nan nan nan nan nan nan nan 
K07279.01 0.008 35 2.73 nan nan nan nan nan nan nan nan nan 
K07280.01 0.522 47311 0.50 nan nan nan nan nan nan nan nan nan 
K07281.01 0.006 2 0.50 nan nan nan nan nan nan nan nan nan 
K07282.01 0.020 122 1.65 nan nan nan nan nan nan nan nan nan 
K07283.01 0.013 191 1.83 nan nan nan nan nan nan nan nan nan 
K07284.01 0.314 82 0.50 nan nan nan nan nan nan nan nan nan 
K07285.01 0.004 13 1.05 nan nan nan nan nan nan nan nan nan 
K07286.01 0.492 46 0.50 nan nan nan nan nan nan nan nan nan 
K07287.01 0.016 330 4.80 nan nan nan nan nan nan nan nan nan 
K07288.01 0.539 53587 0.50 nan nan nan nan nan nan nan nan nan 
K07289.01 0.458 261 0.50 nan nan nan nan nan nan nan nan nan 
K07290.01 0.512 389 1.77 nan nan nan nan nan nan nan nan nan 
K07291.01 0.010 65 4.20 nan nan nan nan nan nan nan nan nan 
K07292.01 0.016 206 0.50 nan nan nan nan nan nan nan nan nan 
K07293.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07294.01 0.321 5509 0.50 nan nan nan nan nan nan nan nan nan 
K07295.01 0.585 113 4.00 nan nan nan nan nan nan nan nan nan 
K07296.01 0.018 220 9.00 nan nan nan nan nan nan nan nan nan 
K07297.01 0.563 34442 4.00 nan nan nan nan nan nan nan nan nan 
K07298.01 0.488 170 0.50 nan nan nan nan nan nan nan nan nan 
K07299.01 0.482 74414 0.50 nan nan nan nan nan nan nan nan nan 
K07300.01 0.487 3259 0.50 nan nan nan nan nan nan nan nan nan 
K07301.01 0.014 131 2.73 nan nan nan nan nan nan nan nan nan 
K07302.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07303.01 0.396 12926 0.50 nan nan nan nan nan nan nan nan nan 
K07304.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07305.01 0.004 6 2.88 nan nan nan nan nan nan nan nan nan 
K07306.01 0.092 335 0.50 nan nan nan nan nan nan nan nan nan 
K07307.01 0.308 7759 0.50 nan nan nan nan nan nan nan nan nan 
K07308.01 0.652 401 4.00 nan nan nan nan nan nan nan nan nan 
K07309.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07310.01 0.223 8684 0.50 nan nan nan nan nan nan nan nan nan 
K07311.01 0.329 5865 0.50 nan nan nan nan nan nan nan nan nan 
K07312.01 0.007 37 2.13 nan nan nan nan nan nan nan nan nan 
K07313.01 0.011 34 3.60 nan nan nan nan nan nan nan nan nan 
K07314.01 0.023 162 2.55 nan nan nan nan nan nan nan nan nan 
K07315.01 0.376 35183 0.50 nan nan nan nan nan nan nan nan nan 
K07316.01 0.763 31939 4.00 nan nan nan nan nan nan nan nan nan 
K07317.01 0.658 3241 4.00 nan nan nan nan nan nan nan nan nan 
K07318.01 0.506 48332 0.50 nan nan nan nan nan nan nan nan nan 
K07319.01 0.017 274 3.90 nan nan nan nan nan nan nan nan nan 
K07320.01 0.009 55 3.60 nan nan nan nan nan nan nan nan nan 
K07321.01 0.394 4 1.68 nan nan nan nan nan nan nan nan nan 
K07322.01 0.010 29 2.01 nan nan nan nan nan nan nan nan nan 
K07323.01 0.003 6 3.00 nan nan nan nan nan nan nan nan nan 
K07324.01 0.599 148 0.50 nan nan nan nan nan nan nan nan nan 
K07325.01 0.658 4471 4.00 nan nan nan nan nan nan nan nan nan 
K07326.01 0.472 18671 0.50 nan nan nan nan nan nan nan nan nan 
K07327.01 0.024 367 1.83 nan nan nan nan nan nan nan nan nan 
K07328.01 0.659 333181 4.00 nan nan nan nan nan nan nan nan nan 
K07329.01 0.404 21155 0.50 nan nan nan nan nan nan nan nan nan 
K07330.01 0.007 53 4.80 nan nan nan nan nan nan nan nan nan 
K07331.01 0.132 5704 0.50 nan nan nan nan nan nan nan nan nan 
K07332.01 0.007 18 2.49 nan nan nan nan nan nan nan nan nan 
K07333.01 0.006 17 3.00 nan nan nan nan nan nan nan nan nan 
K07334.01 0.506 30967 0.50 nan nan nan nan nan nan nan nan nan 
K07335.01 0.565 225716 0.50 nan nan nan nan nan nan nan nan nan 
K07336.01 0.566 112 4.00 nan nan nan nan nan nan nan nan nan 
K07337.01 0.468 9984 0.50 nan nan nan nan nan nan nan nan nan 
K07338.01 0.008 22 2.40 nan nan nan nan nan nan nan nan nan 
K07339.01 0.014 187 1.56 nan nan nan nan nan nan nan nan nan 
K07340.01 0.473 87 0.50 nan nan nan nan nan nan nan nan nan 
K07341.01 0.314 26858 0.50 nan nan nan nan nan nan nan nan nan 
K07342.01 0.008 13 0.50 nan nan nan nan nan nan nan nan nan 
K07343.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07344.01 0.467 97014 0.50 nan nan nan nan nan nan nan nan nan 
K07345.01 0.021 256 3.30 nan nan nan nan nan nan nan nan nan 
K07346.01 0.480 33030 0.50 nan nan nan nan nan nan nan nan nan 
K07347.01 0.011 23 0.60 nan nan nan nan nan nan nan nan nan 
K07348.01 0.007 18 2.52 nan nan nan nan nan nan nan nan nan 
K07349.01 0.807 37555 0.78 nan nan nan nan nan nan nan nan nan 
K07350.01 0.384 142 0.50 nan nan nan nan nan nan nan nan nan 
K07351.01 0.567 26324 0.50 nan nan nan nan nan nan nan nan nan 
K07352.01 0.004 14 0.87 nan nan nan nan nan nan nan nan nan 
K07353.01 0.007 32 0.50 nan nan nan nan nan nan nan nan nan 
K07354.01 0.008 50 1.95 nan nan nan nan nan nan nan nan nan 
K07355.01 0.007 34 1.59 nan nan nan nan nan nan nan nan nan 
K07356.01 0.004 4 2.73 nan nan nan nan nan nan nan nan nan 
K07357.01 0.007 30 2.52 nan nan nan nan nan nan nan nan nan 
K07358.01 0.017 217 1.38 nan nan nan nan nan nan nan nan nan 
K07359.01 0.021 169 2.49 nan nan nan nan nan nan nan nan nan 
K07360.01 0.042 35 0.72 nan nan nan nan nan nan nan nan nan 
K07361.01 0.021 321 1.35 nan nan nan nan nan nan nan nan nan 
K07362.01 0.011 47 0.50 nan nan nan nan nan nan nan nan nan 
K07363.01 0.453 33768 0.50 nan nan nan nan nan nan nan nan nan 
K07364.01 0.006 21 2.64 nan nan nan nan nan nan nan nan nan 
K07365.01 0.518 7044 0.50 nan nan nan nan nan nan nan nan nan 
K07366.01 0.260 18 9.00 nan nan nan nan nan nan nan nan nan 
K07367.01 0.839 140888 4.00 nan nan nan nan nan nan nan nan nan 
K07368.01 0.044 245 0.50 nan nan nan nan nan nan nan nan nan 
K07369.01 0.538 76040 0.50 nan nan nan nan nan nan nan nan nan 
K07370.01 0.012 86 3.60 nan nan nan nan nan nan nan nan nan 
K07371.01 0.688 128129 4.00 nan nan nan nan nan nan nan nan nan 
K07372.01 0.414 15844 4.00 nan nan nan nan nan nan nan nan nan 
K07373.01 0.298 988 0.60 nan nan nan nan nan nan nan nan nan 
K07374.01 0.336 100 0.50 nan nan nan nan nan nan nan nan nan 
K07375.01 0.022 208 0.96 nan nan nan nan nan nan nan nan nan 
K07376.01 0.012 76 1.65 nan nan nan nan nan nan nan nan nan 
K07377.01 0.223 5271 0.50 nan nan nan nan nan nan nan nan nan 
K07378.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07379.01 0.007 24 2.28 nan nan nan nan nan nan nan nan nan 
K07380.01 0.013 194 3.90 nan nan nan nan nan nan nan nan nan 
K07381.01 0.545 170589 0.50 nan nan nan nan nan nan nan nan nan 
K07382.01 0.269 68904 0.50 nan nan nan nan nan nan nan nan nan 
K07383.01 0.013 159 3.00 nan nan nan nan nan nan nan nan nan 
K07384.01 0.008 73 0.50 nan nan nan nan nan nan nan nan nan 
K07385.01 0.676 148811 4.00 nan nan nan nan nan nan nan nan nan 
K07386.01 0.315 129778 0.50 nan nan nan nan nan nan nan nan nan 
K07387.01 0.310 4292 0.50 nan nan nan nan nan nan nan nan nan 
K07388.01 0.006 24 0.87 nan nan nan nan nan nan nan nan nan 
K07389.01 0.013 256 1.47 nan nan nan nan nan nan nan nan nan 
K07390.01 0.634 189152 0.50 nan nan nan nan nan nan nan nan nan 
K07391.01 0.468 20069 4.00 nan nan nan nan nan nan nan nan nan 
K07392.01 0.561 195539 0.50 nan nan nan nan nan nan nan nan nan 
K07393.01 0.011 70 0.50 nan nan nan nan nan nan nan nan nan 
K07394.01 0.462 58229 0.50 nan nan nan nan nan nan nan nan nan 
K07395.01 0.232 78 0.50 nan nan nan nan nan nan nan nan nan 
K07396.01 0.281 12261 1.68 nan nan nan nan nan nan nan nan nan 
K07397.01 0.571 4071 0.50 nan nan nan nan nan nan nan nan nan 
K07398.01 0.379 3830 2.01 nan nan nan nan nan nan nan nan nan 
K07399.01 0.669 197935 4.00 nan nan nan nan nan nan nan nan nan 
K07400.01 0.014 115 1.23 nan nan nan nan nan nan nan nan nan 
K07401.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07402.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07403.01 0.394 99 0.50 nan nan nan nan nan nan nan nan nan 
K07404.01 0.013 93 2.40 nan nan nan nan nan nan nan nan nan 
K07405.01 0.592 103430 4.00 nan nan nan nan nan nan nan nan nan 
K07406.01 0.528 132453 4.00 nan nan nan nan nan nan nan nan nan 
K07407.01 0.559 60589 0.50 nan nan nan nan nan nan nan nan nan 
K07408.01 0.020 177 1.35 nan nan nan nan nan nan nan nan nan 
K07409.01 0.121 164 0.50 nan nan nan nan nan nan nan nan nan 
K07410.01 0.385 18685 0.50 nan nan nan nan nan nan nan nan nan 
K07411.01 0.007 20 1.83 nan nan nan nan nan nan nan nan nan 
K07412.01 0.077 48 0.66 nan nan nan nan nan nan nan nan nan 
K07413.01 0.458 263 0.50 nan nan nan nan nan nan nan nan nan 
K07414.01 0.049 92 0.54 nan nan nan nan nan nan nan nan nan 
K07415.01 0.159 1763 0.50 nan nan nan nan nan nan nan nan nan 
K07416.01 0.006 33 2.10 nan nan nan nan nan nan nan nan nan 
K07417.01 0.621 38621 0.50 nan nan nan nan nan nan nan nan nan 
K07418.01 0.011 28 1.29 nan nan nan nan nan nan nan nan nan 
K07419.01 0.420 3412 0.78 nan nan nan nan nan nan nan nan nan 
K07420.01 0.612 60248 4.00 nan nan nan nan nan nan nan nan nan 
K07421.01 0.221 359 0.50 nan nan nan nan nan nan nan nan nan 
K07422.01 0.405 661 0.50 nan nan nan nan nan nan nan nan nan 
K07423.01 0.277 8540 0.50 nan nan nan nan nan nan nan nan nan 
K07424.01 0.550 188 4.00 nan nan nan nan nan nan nan nan nan 
K07425.01 0.060 277 0.50 nan nan nan nan nan nan nan nan nan 
K07426.01 0.012 97 2.61 nan nan nan nan nan nan nan nan nan 
K07427.01 0.007 34 1.59 nan nan nan nan nan nan nan nan nan 
K07428.01 0.561 34416 0.50 nan nan nan nan nan nan nan nan nan 
K07429.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07430.01 0.014 60 0.51 nan nan nan nan nan nan nan nan nan 
K07431.01 0.469 3393 2.52 nan nan nan nan nan nan nan nan nan 
K07432.01 0.009 60 1.62 nan nan nan nan nan nan nan nan nan 
K07433.01 0.849 42036 0.50 nan nan nan nan nan nan nan nan nan 
K07434.01 0.012 83 2.04 nan nan nan nan nan nan nan nan nan 
K07435.01 0.008 24 2.34 nan nan nan nan nan nan nan nan nan 
K07436.01 0.007 117 0.87 nan nan nan nan nan nan nan nan nan 
K07437.01 0.009 58 2.40 nan nan nan nan nan nan nan nan nan 
K07438.01 0.505 6625 0.50 nan nan nan nan nan nan nan nan nan 
K07439.01 0.015 110 2.58 nan nan nan nan nan nan nan nan nan 
K07440.01 0.503 2000 0.50 nan nan nan nan nan nan nan nan nan 
K07441.01 0.454 15291 0.50 nan nan nan nan nan nan nan nan nan 
K07442.01 0.554 114791 0.50 nan nan nan nan nan nan nan nan nan 
K07443.01 0.009 63 2.13 nan nan nan nan nan nan nan nan nan 
K07444.01 0.469 28518 0.50 nan nan nan nan nan nan nan nan nan 
K07445.01 0.016 193 1.98 nan nan nan nan nan nan nan nan nan 
K07446.01 0.199 15162 0.50 nan nan nan nan nan nan nan nan nan 
K07447.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07448.01 0.009 11 1.65 nan nan nan nan nan nan nan nan nan 
K07449.01 0.235 274 0.50 nan nan nan nan nan nan nan nan nan 
K07450.01 0.648 157057 4.00 nan nan nan nan nan nan nan nan nan 
K07451.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07452.01 0.451 18115 0.50 nan nan nan nan nan nan nan nan nan 
K07453.01 0.013 108 2.52 nan nan nan nan nan nan nan nan nan 
K07454.01 0.334 5481 0.50 nan nan nan nan nan nan nan nan nan 
K07455.01 0.011 11 3.60 nan nan nan nan nan nan nan nan nan 
K07456.01 0.009 40 2.07 nan nan nan nan nan nan nan nan nan 
K07457.01 0.005 6 9.90 nan nan nan nan nan nan nan nan nan 
K07458.01 0.473 62345 0.75 nan nan nan nan nan nan nan nan nan 
K07459.01 0.014 178 3.30 nan nan nan nan nan nan nan nan nan 
K07460.01 0.015 177 2.10 nan nan nan nan nan nan nan nan nan 
K07461.01 0.521 155822 0.50 nan nan nan nan nan nan nan nan nan 
K07462.01 0.418 28313 0.50 nan nan nan nan nan nan nan nan nan 
K07463.01 0.010 23 2.43 nan nan nan nan nan nan nan nan nan 
K07464.01 0.010 33 2.37 nan nan nan nan nan nan nan nan nan 
K07465.01 0.018 307 0.50 nan nan nan nan nan nan nan nan nan 
K07466.01 0.474 37225 0.50 nan nan nan nan nan nan nan nan nan 
K07467.01 0.007 33 2.91 nan nan nan nan nan nan nan nan nan 
K07468.01 0.013 107 1.41 nan nan nan nan nan nan nan nan nan 
K07469.01 0.499 40688 0.50 nan nan nan nan nan nan nan nan nan 
K07470.01 0.018 352 7.50 nan nan nan nan nan nan nan nan nan 
K07471.01 0.011 84 2.31 nan nan nan nan nan nan nan nan nan 
K07472.01 0.601 589 4.00 nan nan nan nan nan nan nan nan nan 
K07473.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07474.01 0.069 599 1.71 nan nan nan nan nan nan nan nan nan 
K07475.01 0.452 63565 0.50 nan nan nan nan nan nan nan nan nan 
K07476.01 0.009 44 3.30 nan nan nan nan nan nan nan nan nan 
K07477.01 0.006 27 0.50 nan nan nan nan nan nan nan nan nan 
K07478.01 0.391 1117 0.50 nan nan nan nan nan nan nan nan nan 
K07479.01 0.007 18 2.10 nan nan nan nan nan nan nan nan nan 
K07480.01 0.008 66 2.49 nan nan nan nan nan nan nan nan nan 
K07481.01 0.489 28991 0.50 nan nan nan nan nan nan nan nan nan 
K07482.01 0.972 103 0.50 nan nan nan nan nan nan nan nan nan 
K07483.01 0.008 60 3.60 nan nan nan nan nan nan nan nan nan 
K07484.01 0.022 578 2.31 nan nan nan nan nan nan nan nan nan 
K07485.01 0.006 17 1.44 nan nan nan nan nan nan nan nan nan 
K07486.01 0.444 10226 0.50 nan nan nan nan nan nan nan nan nan 
K07487.01 0.367 476 0.50 nan nan nan nan nan nan nan nan nan 
K07488.01 0.009 26 2.76 nan nan nan nan nan nan nan nan nan 
K07489.01 0.009 30 3.60 nan nan nan nan nan nan nan nan nan 
K07490.01 0.480 19633 0.50 nan nan nan nan nan nan nan nan nan 
K07491.01 0.009 62 2.04 nan nan nan nan nan nan nan nan nan 
K07492.01 0.423 45056 2.19 nan nan nan nan nan nan nan nan nan 
K07493.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07494.01 0.018 30 2.52 nan nan nan nan nan nan nan nan nan 
K07495.01 0.542 264 2.34 nan nan nan nan nan nan nan nan nan 
K07496.01 0.572 137758 0.50 nan nan nan nan nan nan nan nan nan 
K07497.01 0.541 33434 4.00 nan nan nan nan nan nan nan nan nan 
K07498.01 0.602 46939 4.00 nan nan nan nan nan nan nan nan nan 
K07499.01 0.515 8821 0.50 nan nan nan nan nan nan nan nan nan 
K07500.01 0.453 152 0.50 nan nan nan nan nan nan nan nan nan 
K07501.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07502.01 0.621 102 4.00 nan nan nan nan nan nan nan nan nan 
K07503.01 0.010 86 3.30 nan nan nan nan nan nan nan nan nan 
K07504.01 0.012 116 3.30 nan nan nan nan nan nan nan nan nan 
K07505.01 0.504 64 4.00 nan nan nan nan nan nan nan nan nan 
K07506.01 0.013 103 1.86 nan nan nan nan nan nan nan nan nan 
K07507.01 0.472 21893 0.50 nan nan nan nan nan nan nan nan nan 
K07508.01 0.375 139 0.50 nan nan nan nan nan nan nan nan nan 
K07509.01 0.009 114 5.70 nan nan nan nan nan nan nan nan nan 
K07510.01 0.011 85 2.07 nan nan nan nan nan nan nan nan nan 
K07511.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07512.01 0.160 1577 0.50 nan nan nan nan nan nan nan nan nan 
K07513.01 0.012 89 1.62 nan nan nan nan nan nan nan nan nan 
K07514.01 0.232 186 0.50 nan nan nan nan nan nan nan nan nan 
K07515.01 0.701 66942 4.00 nan nan nan nan nan nan nan nan nan 
K07516.01 0.438 37722 0.50 nan nan nan nan nan nan nan nan nan 
K07517.01 0.269 3855 0.50 nan nan nan nan nan nan nan nan nan 
K07518.01 0.469 5567 0.50 nan nan nan nan nan nan nan nan nan 
K07519.01 0.505 109341 0.50 nan nan nan nan nan nan nan nan nan 
K07520.01 0.007 25 3.60 nan nan nan nan nan nan nan nan nan 
K07521.01 0.562 169756 0.50 nan nan nan nan nan nan nan nan nan 
K07522.01 0.302 5990 0.50 nan nan nan nan nan nan nan nan nan 
K07523.01 0.005 12 4.20 nan nan nan nan nan nan nan nan nan 
K07524.01 0.202 628 0.50 nan nan nan nan nan nan nan nan nan 
K07525.01 0.437 150 0.50 nan nan nan nan nan nan nan nan nan 
K07526.01 0.594 66090 4.00 nan nan nan nan nan nan nan nan nan 
K07527.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07528.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K07529.01 0.288 1088 1.02 nan nan nan nan nan nan nan nan nan 
K07530.01 0.424 5447 0.50 nan nan nan nan nan nan nan nan nan 
K07531.01 0.032 69 1.59 nan nan nan nan nan nan nan nan nan 
K07532.01 0.472 12009 0.50 nan nan nan nan nan nan nan nan nan 
K07533.01 0.642 1616 4.00 nan nan nan nan nan nan nan nan nan 
K07534.01 0.008 55 3.90 nan nan nan nan nan nan nan nan nan 
K07535.01 0.058 394 3.60 nan nan nan nan nan nan nan nan nan 
K07536.01 0.735 60320 4.00 nan nan nan nan nan nan nan nan nan 
K07537.01 0.021 348 1.65 nan nan nan nan nan nan nan nan nan 
K07538.01 0.015 79 0.50 nan nan nan nan nan nan nan nan nan 
K07539.01 0.015 215 2.07 nan nan nan nan nan nan nan nan nan 
