,pp_host_prob_prov,pp_1hi_starid,pp_1hi_rel_prob,pp_2rel_prob,pp_unk_rel_prob,pp_1hi_ra,pp_1hi_mod_depth,pp_2hi_starid,pp_dv_run_id,pp_host_prob_score,pp_host_prior_prob,pp_2mod_depth,pp_koi_time0bk,pp_2hi_dec,pp_koi_period,pp_1hi_prob_prov,pp_host_rel_prob,pp_bkgd_density,pp_2prob_prov,pp_1hi_dec,pp_koi_depth,pp_2hi_ra,pp_1hi_kepmag,pp_2hi_kepmag,pp_2hi_rel_prob,pp_2hi_prob_prov,pp_2hi_mod_depth,pp_1prob_prov,pp_1rel_prob,pp_1mod_depth
K00117.03,PROB,KIC 10875245,1.0,,2.537e-05,297.0282,765.0,KIC 10875248,q1_q17_dr24_tce,1.0,0.82,,133.5004,48.211,3.18,KIC,1.0,7.83e-06,,48.2086,119.0,297.0286,12.49,16.51,0.0,KIC,126295.0,,,
K00117.04,PROB,KIC 10875245,0.95,,0.0002677,297.0282,353.0,KIC 10875250,q1_q17_dr24_tce,0.22,0.82,,137.8097,48.2101,7.96,KIC,0.95,7.83e-06,,48.2086,52.0,297.0291,12.49,17.1,0.054,KIC,34020.0,,,
K00118.01,PROB,KIC 3531558,1.0,,1.363e-05,287.3628,1699.0,,q1_q17_dr24_tce,1.0,0.86,,138.6815,,24.99,KIC,1.0,5.648e-06,,38.6496,263.0,,12.38,,,,,,,
K00119.01,PROB,KIC 9471974,1.0,,5.246e-05,294.5592,11909.0,,q1_q17_dr24_tce,0.88,0.83,,141.9119,,49.18,KIC,1.0,7.434e-06,,46.0623,1644.0,,12.65,,,,,,,
K00119.02,PROB,KIC 9471974,1.0,,3.463e-05,294.5592,980.0,,q1_q17_dr24_tce,0.83,0.83,,312.6741,,190.32,KIC,1.0,7.434e-06,,46.0623,1137.0,,12.65,,,,,,,
K00120.01,PROB,KIC 11869052,0.47,,6.141e-05,294.4019,3282.0,UKIRT 44117904968420,q1_q17_dr24_tce,0.88,0.86,,137.9021,50.1719,20.55,KIC,0.47,5.069e-06,,50.1721,198.0,294.4022,12.0,13.66,0.29,UKIRT,15252.0,,,
K00121.01,PROB,KIC 3247396,0.0,,1.0,294.4609,3036.0,,q1_q17_dr24_tce,1.0,0.73,,136.4566,,8.81,KIC,0.0,1.343e-05,,38.3835,408.0,,12.76,,,,,,,
K00122.01,PROB,KIC 8349582,1.0,,1.262e-06,284.4824,3693.0,,q1_q17_dr24_tce,1.0,0.92,,131.9705,,11.52,KIC,1.0,3.405e-06,,44.398,504.0,,12.35,,,,,,,
K00123.01,PROB,KIC 5094751,1.0,,5.536e-06,290.3927,2478.0,KIC 5094747,q1_q17_dr24_tce,1.0,0.83,,135.9415,40.2828,6.48,KIC,1.0,6.962e-06,,40.2849,293.0,290.3918,12.37,15.76,0.0,KIC,670827.0,,,
K00123.02,PROB,KIC 5094751,1.0,,8.474e-06,290.3927,2752.0,KIC 5094747,q1_q17_dr24_tce,1.0,0.83,,137.574,40.2828,21.22,KIC,1.0,6.962e-06,,40.2849,371.0,290.3918,12.37,15.76,0.0,KIC,759325.0,,,
K00124.01,PROB,KIC 11086270,1.0,,8.457e-06,292.9291,1753.0,,q1_q17_dr24_tce,1.0,0.87,,137.1264,,12.69,KIC,1.0,5.79e-06,,48.6028,253.0,,12.94,,,,,,,
K00124.02,PROB,KIC 11086270,1.0,,9.712e-06,292.9291,2482.0,,q1_q17_dr24_tce,1.0,0.87,,142.8188,,31.72,KIC,1.0,5.79e-06,,48.6028,356.0,,12.94,,,,,,,
K00125.01,PROB,KIC 11449844,1.0,,3.002e-07,288.9022,177805.0,,q1_q17_dr24_tce,1.0,0.91,,151.8528,,38.48,KIC,1.0,5.199e-06,,49.3705,23482.0,,13.78,,,,,,,
K00126.01,PROB,KIC 5897826,1.0,,2.234e-06,297.4759,96931.0,,q1_q17_dr24_tce,1.0,0.7,,134.6318,,33.8,KIC,1.0,1.58e-05,,41.1143,13236.0,,13.11,,,,,,,
K00126.02,PROB,KIC 5897826,0.6,,0.0003988,297.4759,4033.0,KIC 5897835,q1_q17_dr24_tce,0.12,0.7,,131.8536,41.1141,0.88,KIC,0.6,1.58e-05,,41.1143,32.0,297.4784,13.11,16.26,0.0058,KIC,294730.0,,,
K00127.01,PROB,KIC 8359498,1.0,,3.912e-07,289.608,94536.0,,q1_q17_dr24_tce,1.0,0.87,,134.0304,,3.58,KIC,1.0,6.961e-06,,44.3454,11459.0,,13.94,,,,,,,
K00128.01,PROB,KIC 11359879,1.0,,5.538e-06,296.2006,97572.0,,q1_q17_dr24_tce,1.0,0.84,,136.3295,,4.94,KIC,1.0,8.532e-06,,49.1401,11208.0,,13.76,,,,,,,
K00129.01,PROB,KIC 11974540,1.0,,1.824e-06,297.0094,73477.0,,q1_q17_dr24_tce,1.0,0.84,,132.8642,,24.67,KIC,1.0,7.536e-06,,50.3723,7318.0,,13.22,,,,,,,
K00130.01,PROB,KIC 5297298,1.0,,1.03e-06,297.3603,110305.0,,q1_q17_dr24_tce,1.0,0.69,,155.2966,,34.19,KIC,1.0,1.698e-05,,40.4298,13814.0,,13.32,,,,,,,
K00131.01,PROB,KIC 7778437,1.0,,1.47e-06,299.0975,55323.0,,q1_q17_dr24_tce,1.0,0.71,,133.1747,,5.01,KIC,1.0,1.708e-05,,43.4976,6639.0,,13.8,,,,,,,
K00132.01,PROB,KIC 8892910,1.0,,1.341e-06,294.4125,52660.0,,q1_q17_dr24_tce,1.0,0.82,,132.9517,,10.81,KIC,1.0,9.567e-06,,45.1309,6163.0,,13.79,,,,,,,
K00133.01,MATCH,,,,0.7825,,,,q1_q17_dr24_tce,1.0,0.83,,133.3861,,4.62,,0.0,8.774e-06,,,4745.0,,,,,,,,,
K00135.01,PROB,KIC 9818381,1.0,,2.884e-07,285.2409,63625.0,,q1_q17_dr24_tce,1.0,0.92,,132.4167,,3.02,KIC,1.0,4.91e-06,,46.6683,7821.0,,13.96,,,,,,,
K00136.01,PROB,KIC 7601633,1.0,,5.048e-07,289.8735,43247.0,,q1_q17_dr24_tce,1.0,0.86,,131.7317,,15.66,KIC,1.0,6.7e-06,,43.2038,5206.0,,13.44,,,,,,,
K00137.01,PROB,KIC 8644288,1.0,,1.192e-06,298.0794,20562.0,,q1_q17_dr24_tce,1.0,0.75,,135.4088,,7.64,KIC,1.0,1.326e-05,,44.7463,2272.0,,13.55,,,,,,,
K00137.02,PROB,KIC 8644288,,,,298.0794,26705.0,,q1_q17_dr24_tce,1.0,0.75,,143.0132,,14.86,KIC,,1.326e-05,,44.7463,3268.0,,13.55,,,,,,,
K00137.03,PROB,KIC 8644288,1.0,,8.706e-06,298.0794,3058.0,KIC 8644285,q1_q17_dr24_tce,1.0,0.75,,133.5089,44.7478,3.5,KIC,1.0,1.326e-05,,44.7463,297.0,298.0791,13.55,17.46,0.0,KIC,254709.0,,,
K00138.01,PROB,KIC 8506766,1.0,,1.849e-06,295.9409,50959.0,,q1_q17_dr24_tce,1.0,0.79,,140.7668,,48.94,KIC,1.0,1.188e-05,,44.5784,7293.0,,13.96,,,,,,,
K00139.01,PROB,KIC 8559644,1.0,,1.623e-08,291.6532,4422.0,,q1_q17_dr24_tce,1.0,0.85,,142.0988,,224.78,KIC,1.0,7.251e-06,,44.6883,3513.0,,13.49,,,,,,,
K00139.02,PROB,KIC 8559644,1.0,,9.95e-06,291.6532,1090.0,,q1_q17_dr24_tce,1.0,0.85,,134.6699,,3.34,KIC,1.0,7.251e-06,,44.6883,155.0,,13.49,,,,,,,
K00140.01,PROB,KIC 5130380,1.0,,2.67e-05,299.155,294252.0,KIC 5130369,q1_q17_dr24_tce,1.0,0.64,,137.1719,40.287,19.98,KIC,0.0,2.296e-05,,40.2881,1237.0,299.1535,16.3,13.85,0.0,KIC,11271.0,,,
K00141.01,PROB,KIC 12105051,1.0,,9.988e-06,288.0383,19890.0,,q1_q17_dr24_tce,1.0,0.92,,132.3075,,2.62,KIC,1.0,4.662e-06,,50.6516,2562.0,,13.69,,,,,,,
K00143.01,PROB,KIC 4649305,1.0,,2.249e-06,290.1033,20033.0,,q1_q17_dr24_tce,1.0,0.83,,140.3366,,22.65,KIC,1.0,8.732e-06,,39.7816,2285.0,,13.68,,,,,,,
K00144.01,PROB,KIC 4180280,1.0,,2.299e-06,296.5243,10486.0,KIC 4180282,q1_q17_dr24_tce,1.0,0.69,,133.0911,39.248,4.18,KIC,1.0,1.806e-05,,39.2498,1398.0,296.5247,13.7,16.98,0.0,KIC,628052.0,,,
K00145.01,PROB,KIC 9904059,1.0,,1.259e-05,296.8177,4515.0,KIC 9904068,q1_q17_dr24_tce,1.0,0.8,,158.0795,46.7813,102.96,KIC,1.0,1.019e-05,,46.7815,1930.0,296.8205,13.61,17.39,0.0,KIC,679923.0,,,
K00146.01,MATCH,,,,,,,,q1_q17_dr24_tce,1.0,0.73,,,,,,0.0,,,,,,,,,,,,,
K00147.01,PROB,KIC 1996683,1.0,,8.848e-07,286.492,302457.0,KIC 1996679,q1_q17_dr24_tce,1.0,0.86,,146.0595,37.49,145.56,KIC,0.0,7.425e-06,,37.491,3264.0,286.4907,17.36,13.88,0.0,KIC,9767.0,,,
K00148.01,PROB,KIC 5735762,1.0,,1.128e-05,299.1392,3817.0,UKIRT 44117915294883,q1_q17_dr24_tce,1.0,0.65,,133.6173,40.9487,4.78,KIC,1.0,1.933e-05,,40.949,469.0,299.1385,13.04,17.6,4.5e-18,UKIRT,281145.0,,,
K00148.02,PROB,KIC 5735762,1.0,,8.618e-06,299.1392,8201.0,UKIRT 44117915294883,q1_q17_dr24_tce,1.0,0.65,,135.0143,40.9487,9.67,KIC,1.0,1.933e-05,,40.949,985.0,299.1385,13.04,17.6,5.2e-16,UKIRT,603566.0,,,
K00148.03,PROB,KIC 5735762,1.0,,3.631e-05,299.1392,4243.0,UKIRT 44117915294883,q1_q17_dr24_tce,1.0,0.65,,146.0648,40.9487,42.9,KIC,1.0,1.933e-05,,40.949,573.0,299.1385,13.04,17.6,0.00032,UKIRT,313291.0,,,
K00149.01,PROB,KIC 3835670,1.0,,3.051e-06,286.6301,6900.0,,q1_q17_dr24_tce,1.0,0.87,,145.0954,,14.56,KIC,1.0,6.257e-06,,38.9456,962.0,,13.4,,,,,,,
K00150.01,PROB,KIC 7626506,1.0,,2.805e-06,296.981,6791.0,,q1_q17_dr24_tce,1.0,0.75,,134.007,,8.41,KIC,1.0,1.397e-05,,43.2097,796.0,,13.77,,,,,,,
K00150.02,PROB,KIC 7626506,1.0,,9.704e-06,296.981,6086.0,,q1_q17_dr24_tce,1.0,0.75,,143.8306,,28.57,KIC,1.0,1.397e-05,,43.2097,835.0,,13.77,,,,,,,
K00151.01,PROB,KIC 2307199,1.0,,1.591e-05,292.3748,10171.0,,q1_q17_dr24_tce,1.0,0.76,,132.8299,,13.45,KIC,1.0,1.366e-05,,37.631,1343.0,,14.0,,,,,,,
K00152.01,PROB,KIC 8394721,1.0,,4.295e-06,300.5171,23538.0,KIC 8394725,q1_q17_dr24_tce,1.0,0.69,,158.7452,44.3802,52.09,KIC,1.0,1.879e-05,,44.3816,2932.0,300.5179,13.91,17.19,0.0,KIC,977054.0,,,
K00152.02,PROB,KIC 8394721,1.0,,1.44e-05,300.5171,5550.0,KIC 8394725,q1_q17_dr24_tce,1.0,0.69,,133.6277,44.3802,27.4,KIC,1.0,1.879e-05,,44.3816,752.0,300.5179,13.91,17.19,0.0,KIC,226213.0,,,
K00152.03,PROB,KIC 8394721,1.0,,2.268e-05,300.5171,4827.0,KIC 8394725,q1_q17_dr24_tce,1.0,0.69,,136.6199,44.3802,13.48,KIC,1.0,1.879e-05,,44.3816,669.0,300.5179,13.91,17.19,0.0,KIC,192740.0,,,
K00152.04,PROB,KIC 8394721,1.0,,9.891e-05,300.5171,2379.0,UKIRT 44117910625048,q1_q17_dr24_tce,0.92,0.69,,139.544,44.3807,81.06,KIC,1.0,1.879e-05,,44.3816,397.0,300.5184,13.91,19.46,2.9e-08,UKIRT,572569.0,,,
K00153.01,PROB,KIC 12252424,1.0,,1.993e-06,287.9979,7629.0,,q1_q17_dr24_tce,1.0,0.92,,139.7143,,8.93,KIC,1.0,4.35e-06,,50.9443,971.0,,13.46,,,,,,,
K00153.02,PROB,KIC 12252424,1.0,,6.098e-07,287.9979,5779.0,,q1_q17_dr24_tce,1.0,0.92,,133.3004,,4.75,KIC,1.0,4.35e-06,,50.9443,739.0,,13.46,,,,,,,
K00155.01,PROB,KIC 8030148,1.0,,2.681e-06,292.3215,5912.0,UKIRT 44117910671900,q1_q17_dr24_tce,1.0,0.84,,131.7558,43.8809,5.66,KIC,1.0,8.056e-06,,43.8812,742.0,292.32,13.49,16.29,0.0,UKIRT,122986.0,,,
K00156.01,PROB,KIC 10925104,1.0,,4.282e-06,294.1214,4758.0,KIC 10925113,q1_q17_dr24_tce,1.0,0.85,,134.9972,48.349,8.04,KIC,1.0,7.582e-06,,48.3495,580.0,294.1239,13.74,15.01,0.0,KIC,77277.0,,,
K00156.02,PROB,KIC 10925104,1.0,,3.145e-06,294.1214,2625.0,KIC 10925113,q1_q17_dr24_tce,1.0,0.85,,134.9859,48.349,5.19,KIC,1.0,7.582e-06,,48.3495,329.0,294.1239,13.74,15.01,0.0,KIC,43095.0,,,
K00156.03,PROB,KIC 10925104,1.0,,2.143e-06,294.1214,12481.0,KIC 10925113,q1_q17_dr24_tce,1.0,0.85,,142.7061,48.349,11.78,KIC,1.0,7.582e-06,,48.3495,1447.0,294.1239,13.74,15.01,0.0,KIC,200689.0,,,
K00157.01,PROB,KIC 6541920,1.0,,1.008e-05,297.1151,5259.0,UKIRT 44117914217979,q1_q17_dr24_tce,1.0,0.73,,138.1766,41.9086,13.02,KIC,1.0,1.553e-05,,41.9091,774.0,297.1138,13.71,18.83,0.0,UKIRT,747488.0,,,
K00157.02,PROB,KIC 6541920,1.0,,4.158e-06,297.1151,7018.0,UKIRT 44117914217979,q1_q17_dr24_tce,1.0,0.73,,148.4549,41.9086,22.69,KIC,1.0,1.553e-05,,41.9091,976.0,297.1138,13.71,18.83,0.0,UKIRT,924419.0,,,
K00157.03,PROB,KIC 6541920,1.0,,3.584e-06,297.1151,11018.0,,q1_q17_dr24_tce,1.0,0.73,,154.1621,,32.0,KIC,1.0,1.553e-05,,41.9091,1380.0,,13.71,,,,,,,
K00157.04,PROB,KIC 6541920,1.0,,1.891e-05,297.1151,4070.0,UKIRT 44117914217979,q1_q17_dr24_tce,1.0,0.73,,131.6653,41.9086,46.69,KIC,1.0,1.553e-05,,41.9091,576.0,297.1138,13.71,18.83,8.2e-24,UKIRT,639414.0,,,
K00157.05,PROB,KIC 6541920,1.0,,8.879e-06,297.1151,4161.0,UKIRT 44117914217979,q1_q17_dr24_tce,1.0,0.73,,168.91,41.9086,118.38,KIC,1.0,1.553e-05,,41.9091,1109.0,297.1138,13.71,18.83,0.0,UKIRT,594897.0,,,
K00157.06,PROB,KIC 6541920,1.0,,2.008e-05,297.1151,2506.0,UKIRT 44117914217979,q1_q17_dr24_tce,1.0,0.73,,138.501,41.9086,10.3,KIC,1.0,1.553e-05,,41.9091,297.0,297.1138,13.71,18.83,2.3e-29,UKIRT,400789.0,,,
K00158.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.78,,131.7749,,5.8,,0.0,1.162e-05,,,682.0,,,,,,,,,
K00159.01,PROB,KIC 8972058,1.0,,7.875e-06,297.7118,3302.0,,q1_q17_dr24_tce,1.0,0.77,,136.7391,,8.99,KIC,1.0,1.203e-05,,45.2619,463.0,,13.43,,,,,,,
K00159.02,PROB,KIC 8972058,1.0,,0.000124,297.7118,529.0,,q1_q17_dr24_tce,0.95,0.77,,132.3348,,2.4,KIC,1.0,1.203e-05,,45.2619,78.0,,13.43,,,,,,,
K00160.01,PROB,UKIRT 44117913537334,1.0,,5.096e-05,298.1844,318583.0,KIC 6631721,q1_q17_dr24_tce,1.0,0.7,,134.4375,42.0131,13.74,UKIRT,0.0,1.759e-05,,42.0139,688.0,298.1836,17.92,13.8,0.0,KIC,5688.0,,,
K00161.01,PROB,KIC 5084942,1.0,,8.652e-07,287.0517,7102.0,UKIRT 44117917157900,q1_q17_dr24_tce,1.0,0.87,,133.2104,40.2107,3.11,KIC,1.0,6.026e-06,,40.2116,904.0,287.0518,13.34,18.32,0.0,UKIRT,731844.0,,,
K00162.01,PROB,KIC 8107380,1.0,,1.019e-05,295.1638,5124.0,,q1_q17_dr24_tce,1.0,0.79,,142.2094,,14.01,KIC,1.0,1.12e-05,,43.963,733.0,,13.84,,,,,,,
K00163.01,PROB,KIC 6851425,1.0,,5.65e-06,288.0676,4659.0,,q1_q17_dr24_tce,1.0,0.88,,139.7539,,11.12,KIC,1.0,6.168e-06,,42.3554,633.0,,13.54,,,,,,,
K00164.01,PROB,KIC 5652260,1.0,,5.853e-06,299.5469,465320.0,KIC 5652237,q1_q17_dr24_tce,1.0,0.64,,132.3122,40.8603,4.46,KIC,0.0,2.155e-05,,40.8613,217.0,299.5438,17.3,13.51,0.0,KIC,1881.0,,,
K00165.01,PROB,KIC 9527915,1.0,,4.004e-06,292.4869,6766.0,,q1_q17_dr24_tce,1.0,0.85,,139.57,,13.22,KIC,1.0,7.904e-06,,46.1962,889.0,,13.94,,,,,,,
K00166.01,PROB,KIC 2441495,1.0,,5.808e-06,291.0218,5541.0,,q1_q17_dr24_tce,1.0,0.79,,138.4624,,12.49,KIC,1.0,1.067e-05,,37.7698,705.0,,13.57,,,,,,,
K00167.01,PROB,KIC 11666881,1.0,,2.334e-06,294.4639,3144.0,,q1_q17_dr24_tce,1.0,0.86,,134.608,,4.92,KIC,1.0,6.498e-06,,49.765,314.0,,13.27,,,,,,,
K00168.01,PROB,KIC 11512246,1.0,,6.523e-06,294.2189,2580.0,,q1_q17_dr24_tce,1.0,0.86,,133.288,,10.74,KIC,1.0,6.709e-06,,49.4792,395.0,,13.44,,,,,,,
K00168.02,PROB,KIC 11512246,1.0,,1.924e-05,294.2189,1216.0,,q1_q17_dr24_tce,1.0,0.86,,132.3052,,15.27,KIC,1.0,6.709e-06,,49.4792,195.0,,13.44,,,,,,,
K00168.03,PROB,KIC 11512246,1.0,,4.726e-05,294.2189,799.0,,q1_q17_dr24_tce,0.78,0.86,,138.3249,,7.11,KIC,1.0,6.709e-06,,49.4792,103.0,,13.44,,,,,,,
K00169.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.91,,139.4285,,11.7,,0.0,4.971e-06,,,500.0,,,,,,,,,
K00170.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.81,,144.3011,,15.61,,0.0,9.518e-06,,,345.0,,,,,,,,,
K00171.01,PROB,KIC 7831264,1.0,,9.561e-06,294.7421,4201.0,,q1_q17_dr24_tce,1.0,0.8,,137.1595,,5.97,KIC,1.0,1.08e-05,,43.5368,493.0,,13.72,,,,,,,
K00171.02,PROB,KIC 7831264,1.0,,1.899e-05,294.7421,1949.0,,q1_q17_dr24_tce,1.0,0.8,,144.4419,,13.07,KIC,1.0,1.08e-05,,43.5368,246.0,,13.72,,,,,,,
K00172.01,PROB,KIC 8692861,1.0,,4.077e-06,293.2609,3849.0,,q1_q17_dr24_tce,1.0,0.83,,137.8414,,13.72,KIC,1.0,8.7e-06,,44.8689,567.0,,13.75,,,,,,,
K00172.02,PROB,KIC 8692861,1.0,,8.142e-06,293.2609,247.0,UKIRT 44117909937505,q1_q17_dr24_tce,0.98,0.83,,150.8584,44.8676,242.47,KIC,1.0,8.7e-06,,44.8689,338.0,293.2611,13.75,20.38,8.3e-06,UKIRT,174200.0,,,
K00173.01,PROB,KIC 11402995,1.0,,1.849e-06,291.907,3488.0,,q1_q17_dr24_tce,1.0,0.88,,138.9665,,10.06,KIC,1.0,6.351e-06,,49.2621,462.0,,13.84,,,,,,,
K00174.01,PROB,KIC 10810838,1.0,,1.284e-05,296.8229,6159.0,,q1_q17_dr24_tce,1.0,0.82,,144.8351,,56.35,KIC,1.0,9.645e-06,,48.1076,1036.0,,13.78,,,,,,,
K00175.01,PROB,KIC 8323764,1.0,,2.798e-05,299.0806,271520.0,KIC 8323753,q1_q17_dr24_tce,1.0,0.72,,134.3165,44.2938,6.71,KIC,0.0,1.508e-05,,44.295,432.0,299.0781,17.38,13.49,0.0,KIC,3626.0,,,
K00176.01,PROB,KIC 6442377,1.0,,1.303e-05,291.6468,2839.0,,q1_q17_dr24_tce,1.0,0.83,,134.522,,30.23,KIC,1.0,8.456e-06,,41.8847,436.0,,13.43,,,,,,,
K00177.01,PROB,KIC 6803202,1.0,,2.577e-05,298.1772,2101.0,KIC 6803212,q1_q17_dr24_tce,1.0,0.71,,143.5987,42.2365,21.06,KIC,1.0,1.564e-05,,42.237,302.0,298.1796,13.18,17.27,0.0,KIC,139296.0,,,
K00178.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.88,,135.1559,,6.14,,0.0,5.796e-06,,,123.0,,,,,,,,,
K00179.01,PROB,KIC 9663113,1.0,,5.509e-06,297.0454,6317.0,KIC 9663121,q1_q17_dr24_tce,1.0,0.79,,142.7998,46.3273,20.74,KIC,1.0,1.159e-05,,46.3287,1037.0,297.0469,13.96,17.61,0.0,KIC,372046.0,,,
K00180.01,PROB,KIC 9573539,1.0,,1.245e-06,284.3943,3529.0,,q1_q17_dr24_tce,1.0,0.92,,139.1396,,10.05,KIC,1.0,3.731e-06,,46.2491,666.0,,13.02,,,,,,,
K00181.01,PROB,KIC 12504988,1.0,,0.0002096,288.2528,184445.0,,q1_q17_dr24_tce,1.0,0.92,,134.6238,,5.09,KIC,1.0,5.908e-06,,51.4173,25267.0,,14.57,,,,,,,
K00182.01,PROB,KIC 5376836,1.0,,8.971e-07,295.6713,138892.0,,q1_q17_dr24_tce,1.0,0.74,,133.3181,,3.48,KIC,1.0,1.585e-05,,40.5991,19780.0,,14.04,,,,,,,
K00183.01,PROB,KIC 9651668,1.0,,5.077e-07,292.8557,148914.0,,q1_q17_dr24_tce,1.0,0.85,,133.3547,,2.68,KIC,1.0,8.831e-06,,46.3912,18165.0,,14.29,,,,,,,
K00184.01,PROB,KIC 7972785,1.0,,9.695e-07,296.0476,99760.0,,q1_q17_dr24_tce,1.0,0.78,,133.5665,,7.3,KIC,1.0,1.695e-05,,43.7621,13168.0,,14.93,,,,,,,
K00185.01,PROB,KIC 4178389,1.0,,0.001669,296.1852,291773.0,,q1_q17_dr24_tce,1.0,0.7,,134.3863,,23.21,KIC,1.0,1.955e-05,,39.2627,32794.0,,14.23,,,,,,,
K00186.01,PROB,KIC 12019440,1.0,,5.762e-07,294.9963,130646.0,,q1_q17_dr24_tce,1.0,0.86,,133.669,,3.24,KIC,1.0,1.008e-05,,50.4701,16637.0,,14.95,,,,,,,
K00187.01,PROB,KIC 7023960,1.0,,5.667e-07,288.7295,179473.0,,q1_q17_dr24_tce,1.0,0.87,,151.5296,,30.88,KIC,1.0,9.201e-06,,42.5509,24392.0,,14.86,,,,,,,
K00188.01,PROB,KIC 5357901,1.0,,6.376e-07,290.358,116778.0,,q1_q17_dr24_tce,1.0,0.83,,133.5088,,3.8,KIC,1.0,1.135e-05,,40.5677,14550.0,,14.74,,,,,,,
K00189.01,PROB,KIC 11391018,1.0,,3.116e-07,284.88,134820.0,,q1_q17_dr24_tce,1.0,0.93,,148.0914,,30.36,KIC,1.0,5.139e-06,,49.267,21797.0,,14.39,,,,,,,
K00190.01,PROB,KIC 5771719,1.0,,3.8e-07,284.6489,84772.0,,q1_q17_dr24_tce,1.0,0.9,,139.3042,,12.26,KIC,1.0,5.937e-06,,41.015,11378.0,,14.14,,,,,,,
K00191.01,PROB,KIC 5972334,1.0,,4.357e-06,295.2872,114140.0,,q1_q17_dr24_tce,1.0,0.75,,132.3852,,15.36,KIC,1.0,1.939e-05,,41.222,15299.0,,14.99,,,,,,,
K00191.02,PROB,KIC 5972334,1.0,,0.0001481,295.2872,5715.0,,q1_q17_dr24_tce,1.0,0.75,,132.513,,2.42,KIC,1.0,1.939e-05,,41.222,657.0,,14.99,,,,,,,
K00191.03,PROB,KIC 5972334,1.0,,0.0006564,295.2872,2027.0,,q1_q17_dr24_tce,0.78,0.75,,131.9572,,0.71,KIC,1.0,1.939e-05,,41.222,151.0,,14.99,,,,,,,
K00191.04,PROB,KIC 5972334,1.0,,4.747e-05,295.2872,3557.0,,q1_q17_dr24_tce,1.0,0.75,,164.0369,,38.65,KIC,1.0,1.939e-05,,41.222,552.0,,14.99,,,,,,,
K00192.01,PROB,KIC 7950644,1.0,,4.015e-07,288.2546,82391.0,,q1_q17_dr24_tce,1.0,0.88,,137.0221,,10.29,KIC,1.0,6.995e-06,,43.7049,9682.0,,14.22,,,,,,,
K00193.01,PROB,KIC 10799735,1.0,,6.741e-07,292.8762,179929.0,,q1_q17_dr24_tce,1.0,0.87,,157.3503,,37.59,KIC,1.0,9.641e-06,,48.1953,21243.0,,14.9,,,,,,,
K00194.01,PROB,KIC 10904857,1.0,,3.239e-07,282.9662,131215.0,,q1_q17_dr24_tce,1.0,0.94,,133.224,,3.12,KIC,1.0,5.524e-06,,48.3451,16444.0,,14.8,,,,,,,
K00195.01,PROB,KIC 11502867,1.0,,4.189e-07,289.4346,118189.0,,q1_q17_dr24_tce,1.0,0.9,,133.632,,3.22,KIC,1.0,7.18e-06,,49.4734,14424.0,,14.84,,,,,,,
K00196.01,PROB,KIC 9410930,1.0,,9.943e-07,294.5132,85880.0,,q1_q17_dr24_tce,1.0,0.83,,131.6143,,1.86,KIC,1.0,1.089e-05,,45.9816,10739.0,,14.46,,,,,,,
K00197.01,PROB,KIC 2987027,1.0,,7.619e-07,290.8331,83614.0,,q1_q17_dr24_tce,1.0,0.8,,133.8394,,17.28,KIC,1.0,1.121e-05,,38.1844,10561.0,,14.02,,,,,,,
K00198.01,PROB,KIC 10666242,1.0,,5.685e-07,292.0982,90139.0,,q1_q17_dr24_tce,1.0,0.87,,153.3275,,87.24,KIC,1.0,7.699e-06,,47.9408,17657.0,,14.29,,,,,,,
K00199.01,PROB,KIC 10019708,1.0,,0.0001002,295.0257,81196.0,,q1_q17_dr24_tce,1.0,0.83,,134.2129,,3.27,KIC,1.0,1.216e-05,,46.956,10248.0,,14.88,,,,,,,
K00199.02,PROB,KIC 10019708,0.71,,0.2922,295.0257,4183.0,,q1_q17_dr24_tce,0.05,0.83,,135.3741,,8.78,KIC,0.71,1.216e-05,,46.956,177.0,,14.88,,,,,,,
K00200.01,PROB,KIC 6046540,1.0,,1.181e-06,293.0925,78357.0,,q1_q17_dr24_tce,1.0,0.8,,134.3457,,7.34,KIC,1.0,1.271e-05,,41.3555,8680.0,,14.41,,,,,,,
K00201.01,PROB,KIC 6849046,1.0,,3.725e-07,287.1306,57311.0,,q1_q17_dr24_tce,1.0,0.89,,133.3354,,4.23,KIC,1.0,6.466e-06,,42.3501,7624.0,,14.01,,,,,,,
K00202.01,PROB,KIC 7877496,1.0,,5.026e-07,286.1103,85053.0,,q1_q17_dr24_tce,1.0,0.9,,133.0218,,1.72,KIC,1.0,6.223e-06,,43.681,10224.0,,14.31,,,,,,,
K00203.01,PROB,KIC 10619192,1.0,,6.966e-07,298.3953,159266.0,,q1_q17_dr24_tce,1.0,0.79,,132.7972,,1.49,KIC,1.0,1.229e-05,,47.815,20730.0,,14.14,,,,,,,
K00204.01,PROB,KIC 9305831,1.0,,1.912e-06,300.1023,60300.0,,q1_q17_dr24_tce,0.65,0.73,,133.3793,,3.25,KIC,1.0,1.982e-05,,45.7621,7145.0,,14.68,,,,,,,
