koi mass mass_lo mass_hi radius radius_lo radius_hi Teff Teff_lo Teff_hi logg logg_lo logg_hi feh feh_lo feh_hi age age_lo age_hi distance distance_lo distance_hi AV AV_lo AV_hi maxAV Teff_prior_mu Teff_prior_sig logg_prior_mu logg_prior_sig feh_prior_mu feh_prior_sig
K00115.02 1.109 1.070 1.148 1.158 1.068 1.310 6081.844 6028.916 6138.806 4.353 4.256 4.420 0.002 -0.091 0.090 9.542 9.276 9.673 524.244 482.244 593.293 0.021 0.005 0.052 0.175 5779 115.0 4.339 0.113 -0.06 0.14
K00116.01 1.046 0.999 1.092 1.049 0.982 1.131 5953.508 5869.475 6054.497 4.417 4.356 4.467 -0.038 -0.140 0.065 9.520 9.234 9.724 450.142 420.063 486.914 0.133 0.061 0.214 2.952 5854 114.0 4.406 0.077 -0.12 0.14
K00116.02 1.044 0.997 1.092 1.049 0.983 1.136 5954.795 5862.694 6049.664 4.418 4.349 4.466 -0.037 -0.140 0.062 9.526 9.245 9.730 449.970 419.688 488.945 0.133 0.059 0.212 2.952 5854 114.0 4.406 0.077 -0.12 0.14
K00116.03 1.045 0.999 1.089 1.050 0.984 1.132 5953.724 5866.449 6049.336 4.417 4.352 4.466 -0.037 -0.140 0.060 9.522 9.254 9.726 450.650 420.554 487.162 0.134 0.060 0.216 2.952 5854 114.0 4.406 0.077 -0.12 0.14
K00116.04 1.045 0.997 1.094 1.049 0.985 1.134 5951.634 5864.313 6054.271 4.415 4.350 4.466 -0.035 -0.136 0.066 9.526 9.249 9.731 450.533 420.828 488.266 0.131 0.060 0.214 2.952 5854 114.0 4.406 0.077 -0.12 0.14
K00117.01 1.156 1.086 1.207 1.424 1.374 1.475 5885.320 5834.782 5945.102 4.191 4.173 4.210 0.202 0.127 0.272 9.730 9.655 9.840 513.851 494.932 533.009 0.070 0.026 0.128 0.308 5851 75.0 4.192 0.019 0.27 0.101
K00117.02 1.158 1.086 1.209 1.422 1.374 1.475 5886.758 5834.378 5945.144 4.192 4.173 4.211 0.202 0.127 0.276 9.727 9.651 9.839 513.228 494.611 533.428 0.071 0.026 0.127 0.308 5851 75.0 4.192 0.019 0.27 0.101
K00117.03 1.157 1.086 1.209 1.425 1.374 1.476 5886.510 5835.182 5942.432 4.192 4.173 4.210 0.203 0.125 0.274 9.729 9.652 9.840 514.298 494.390 533.551 0.068 0.025 0.124 0.308 5851 75.0 4.192 0.019 0.27 0.101
K00117.04 1.155 1.086 1.207 1.422 1.373 1.476 5882.386 5832.639 5942.264 4.192 4.173 4.210 0.203 0.129 0.270 9.732 9.655 9.842 513.313 493.962 533.179 0.068 0.026 0.127 0.308 5851 75.0 4.192 0.019 0.27 0.101
K00118.01 1.043 1.016 1.076 1.373 1.339 1.408 5803.673 5745.849 5873.110 4.182 4.167 4.198 0.060 0.010 0.130 9.911 9.844 9.963 457.560 444.388 471.357 0.069 0.023 0.130 0.42 5747 85.0 4.182 0.016 0.03 0.101
K00119.01 1.353 1.251 1.406 2.114 1.992 2.216 5822.585 5745.598 5899.328 3.918 3.887 3.949 0.164 0.097 0.254 9.590 9.543 9.673 729.800 686.505 765.814 0.299 0.227 0.367 0.436 5854 92.0 3.9 0.035 0.31 0.109
K00119.02 1.343 1.256 1.407 2.102 1.997 2.209 5823.190 5741.278 5904.738 3.919 3.889 3.949 0.161 0.085 0.247 9.596 9.545 9.674 725.504 687.859 762.612 0.301 0.219 0.375 0.436 5854 92.0 3.9 0.035 0.31 0.109
K00120.01 1.287 1.202 1.457 1.412 1.230 1.960 6284.856 6191.105 6408.169 4.246 4.019 4.343 0.180 0.025 0.327 9.342 9.163 9.471 473.088 410.547 649.606 0.065 0.018 0.145 0.235 nan nan nan nan nan nan
K00121.01 1.462 1.309 1.588 2.160 1.742 2.515 6272.373 6167.174 6378.312 3.935 3.837 4.069 0.049 0.004 0.126 9.431 9.330 9.529 949.739 765.506 1110.282 0.181 0.108 0.264 0.722 6200 128.0 3.8 0.167 -0.12 0.18
K00122.01 1.047 1.014 1.098 1.395 1.360 1.441 5717.674 5663.322 5774.292 4.171 4.157 4.185 0.194 0.117 0.278 9.937 9.856 9.993 442.620 429.951 458.547 0.072 0.026 0.131 0.193 5699 74.0 4.171 0.014 0.3 0.101
K00123.01 1.101 1.065 1.138 1.360 1.325 1.395 6001.522 5949.530 6069.444 4.213 4.198 4.228 0.006 -0.093 0.073 9.748 9.698 9.795 481.836 468.328 496.198 0.055 0.018 0.110 0.306 5952 75.0 4.212 0.015 -0.08 0.101
K00123.02 1.101 1.062 1.139 1.361 1.325 1.395 6001.803 5949.330 6071.027 4.213 4.199 4.228 0.004 -0.097 0.072 9.747 9.698 9.796 482.023 467.870 495.465 0.053 0.017 0.111 0.306 5952 75.0 4.212 0.015 -0.08 0.101
K00124.01 1.151 1.080 1.267 1.461 1.171 1.803 6050.593 5992.633 6124.327 4.172 4.023 4.334 0.028 -0.073 0.110 9.662 9.529 9.739 690.980 555.180 852.670 0.037 0.011 0.089 0.211 5869 113.0 4.024 0.188 -0.16 0.18
K00124.02 1.152 1.080 1.244 1.478 1.179 1.767 6055.907 5997.913 6126.374 4.161 4.035 4.328 0.021 -0.097 0.108 9.660 9.539 9.737 699.670 558.983 833.578 0.041 0.012 0.092 0.211 5869 113.0 4.024 0.188 -0.16 0.18
K00125.01 0.957 0.930 0.979 0.873 0.854 0.894 5496.999 5426.698 5555.780 4.537 4.521 4.550 0.096 0.009 0.181 9.305 9.116 9.530 473.621 460.723 486.717 0.168 0.092 0.223 0.254 5510 99.0 4.539 0.019 0.16 0.12
K00126.01 1.137 1.061 1.290 1.529 1.249 1.858 5884.887 5799.001 5987.617 4.124 4.004 4.277 0.137 0.043 0.234 9.734 9.592 9.860 709.485 580.219 862.400 0.166 0.086 0.247 0.873 5855 115.0 3.999 0.172 0.16 0.14
K00126.02 1.145 1.066 1.286 1.558 1.253 1.850 5890.678 5807.995 5983.123 4.110 4.006 4.274 0.134 0.049 0.228 9.729 9.593 9.851 722.998 581.397 857.842 0.169 0.097 0.249 0.873 5855 115.0 3.999 0.172 0.16 0.14
K00127.01 0.985 0.952 1.024 0.995 0.946 1.051 5625.876 5568.167 5695.629 4.436 4.388 4.483 0.153 0.060 0.248 9.749 9.470 9.908 640.415 607.127 678.083 0.065 0.020 0.129 0.23 5524 97.0 4.421 0.047 0.2 0.12
K00128.01 1.047 1.019 1.072 0.998 0.961 1.044 5632.674 5583.386 5686.145 4.462 4.420 4.490 0.307 0.245 0.372 9.422 9.143 9.662 598.020 573.886 627.894 0.045 0.014 0.096 0.307 5514 89.0 4.459 0.048 0.36 0.08
K00129.01 1.406 1.242 1.618 1.668 1.344 2.311 6625.917 6420.830 6823.031 4.137 3.916 4.281 0.036 -0.137 0.162 9.268 9.154 9.394 997.416 800.659 1368.867 0.211 0.078 0.330 0.394 nan nan nan nan nan nan
K00130.01 1.308 1.182 1.463 1.737 1.393 2.152 6230.209 6131.420 6346.499 4.072 3.936 4.225 0.042 -0.033 0.126 9.501 9.404 9.609 924.254 744.473 1146.355 0.342 0.265 0.426 1.618 6129 132.0 3.991 0.163 -0.14 0.18
K00131.01 1.473 1.295 1.698 1.774 1.421 2.397 6703.992 6416.648 7005.005 4.111 3.905 4.251 0.075 -0.075 0.225 9.204 9.098 9.354 1350.263 1072.466 1818.322 0.365 0.187 0.550 0.988 nan nan nan nan nan nan
K00132.01 1.282 1.153 1.483 1.428 1.191 2.077 6361.616 6156.520 6512.699 4.232 3.974 4.353 0.070 -0.066 0.208 9.365 9.208 9.506 987.504 817.248 1421.143 0.356 0.216 0.448 0.489 nan nan nan nan nan nan
K00133.01 1.093 1.006 1.218 1.143 0.984 1.468 6058.366 5843.596 6221.755 4.360 4.174 4.463 0.013 -0.148 0.144 9.512 9.251 9.709 679.830 580.331 876.394 0.310 0.141 0.426 0.493 nan nan nan nan nan nan
K00135.01 1.172 1.127 1.215 1.307 1.230 1.398 5989.341 5921.634 6052.991 4.272 4.224 4.320 0.236 0.157 0.314 9.596 9.490 9.681 946.046 889.473 1012.054 0.099 0.047 0.133 0.147 6022 116.0 4.263 0.047 0.32 0.1
K00136.01 1.365 1.230 1.473 1.944 1.663 2.204 6056.851 5975.275 6150.698 3.995 3.917 4.091 0.170 0.084 0.253 9.541 9.458 9.648 1135.082 971.380 1290.441 0.103 0.036 0.181 0.252 5996 112.0 3.901 0.133 0.24 0.12
K00137.01 0.934 0.899 0.982 1.066 0.996 1.146 5486.254 5403.237 5578.397 4.353 4.297 4.410 0.184 0.078 0.296 10.035 9.904 10.123 507.547 472.893 546.463 0.236 0.148 0.327 0.926 5356 109.0 4.338 0.057 0.2 0.16
K00137.02 0.936 0.899 0.983 1.068 0.995 1.146 5487.664 5401.962 5576.261 4.353 4.297 4.410 0.188 0.080 0.299 10.035 9.903 10.122 508.519 472.847 546.280 0.236 0.146 0.329 0.926 5356 109.0 4.338 0.057 0.2 0.16
K00137.03 0.936 0.900 0.983 1.068 0.996 1.153 5490.235 5404.756 5581.043 4.353 4.293 4.410 0.187 0.076 0.300 10.033 9.902 10.122 508.499 472.975 549.853 0.239 0.145 0.331 0.926 5356 109.0 4.338 0.057 0.2 0.16
K00138.01 1.460 1.280 1.686 1.773 1.409 2.430 6756.753 6499.101 6957.556 4.106 3.893 4.256 0.028 -0.126 0.151 9.221 9.128 9.348 1469.177 1160.800 2002.536 0.338 0.178 0.457 0.52 nan nan nan nan nan nan
K00139.01 1.098 1.065 1.147 1.193 1.070 1.375 5932.437 5876.909 6002.199 4.323 4.215 4.417 0.133 0.054 0.209 9.657 9.388 9.774 695.026 622.350 800.337 0.058 0.019 0.117 0.407 5873 91.0 4.293 0.111 0.18 0.1
K00139.02 1.099 1.064 1.150 1.191 1.065 1.369 5935.520 5877.572 6001.498 4.325 4.219 4.423 0.132 0.053 0.212 9.650 9.374 9.768 693.466 620.204 796.725 0.058 0.019 0.121 0.407 5873 91.0 4.293 0.111 0.18 0.1
K00140.01 1.599 1.496 1.700 1.740 1.538 2.042 8415.862 8094.117 8767.503 4.160 4.052 4.244 -0.496 -0.619 -0.369 9.051 9.014 9.103 2083.315 1844.521 2442.045 0.202 0.082 0.323 0.808 nan nan nan nan nan nan
K00141.01 0.961 0.933 0.987 0.894 0.869 0.921 5393.587 5346.811 5452.361 4.521 4.493 4.540 0.246 0.184 0.317 9.462 9.167 9.718 474.754 459.778 490.513 0.048 0.014 0.106 0.206 5340 101.0 4.514 0.031 0.36 0.08
K00143.01 1.517 1.363 1.727 1.855 1.503 2.483 6827.901 6637.976 7007.186 4.081 3.886 4.224 0.049 -0.098 0.178 9.184 9.101 9.290 1452.131 1178.434 1937.298 0.186 0.069 0.287 0.345 nan nan nan nan nan nan
K00144.01 0.851 0.822 0.877 0.778 0.763 0.793 4992.933 4909.737 5076.958 4.586 4.577 4.594 0.162 0.062 0.255 9.439 9.192 9.667 302.348 295.012 309.666 0.368 0.254 0.477 0.655 4952 104.0 4.585 0.009 0.26 0.14
K00145.01 1.123 1.038 1.247 5.182 4.911 5.458 5049.826 5001.543 5100.857 3.063 3.034 3.092 -0.119 -0.137 -0.105 9.814 9.659 9.918 1968.502 1866.977 2068.615 0.130 0.053 0.206 0.333 5047 60.0 3.066 0.032 0.07 0.14
K00146.01 1.470 1.290 1.698 1.772 1.421 2.363 6744.988 6429.948 7076.365 4.109 3.913 4.251 0.048 -0.106 0.183 9.207 9.101 9.361 865.081 684.294 1147.002 0.626 0.430 0.815 1.296 nan nan nan nan nan nan
K00147.01 1.187 1.080 1.375 1.281 1.093 1.849 6203.790 6027.409 6357.529 4.292 4.044 4.401 0.049 -0.102 0.182 9.440 9.242 9.593 927.451 782.023 1334.909 0.220 0.094 0.320 0.369 nan nan nan nan nan nan
K00148.01 0.888 0.853 0.923 0.861 0.824 0.906 5281.878 5212.254 5370.247 4.519 4.465 4.561 0.110 0.016 0.206 9.792 9.349 10.045 313.634 299.086 330.717 0.119 0.041 0.214 0.762 5192 113.0 4.489 0.061 0.18 0.14
K00148.02 0.888 0.853 0.923 0.860 0.823 0.909 5282.413 5211.531 5367.615 4.519 4.462 4.561 0.113 0.014 0.210 9.791 9.353 10.054 313.531 299.026 332.158 0.119 0.044 0.213 0.762 5192 113.0 4.489 0.061 0.18 0.14
K00148.03 0.887 0.852 0.923 0.862 0.825 0.910 5284.217 5213.650 5368.587 4.517 4.460 4.560 0.108 0.012 0.206 9.807 9.354 10.056 314.171 299.775 332.109 0.119 0.042 0.214 0.762 5192 113.0 4.489 0.061 0.18 0.14
K00149.01 1.060 1.011 1.125 1.326 1.120 1.543 5813.869 5723.066 5890.313 4.218 4.107 4.351 0.117 0.031 0.214 9.841 9.687 9.935 635.592 537.181 741.018 0.359 0.278 0.420 0.453 5774 115.0 4.159 0.135 0.14 0.14
K00150.01 0.889 0.834 0.938 0.858 0.807 0.909 5630.933 5557.331 5722.488 4.524 4.471 4.563 -0.231 -0.372 -0.101 9.604 9.249 9.879 499.656 467.580 531.373 0.105 0.040 0.188 0.712 5551 116.0 4.508 0.061 -0.42 0.16
K00150.02 0.887 0.833 0.935 0.856 0.807 0.909 5625.143 5555.418 5720.326 4.525 4.471 4.563 -0.235 -0.371 -0.107 9.617 9.252 9.892 498.752 467.577 531.334 0.099 0.035 0.184 0.712 5551 116.0 4.508 0.061 -0.42 0.16
K00151.01 1.199 1.069 1.408 1.306 1.097 1.926 6269.820 6050.467 6444.063 4.279 4.015 4.398 0.025 -0.143 0.154 9.419 9.234 9.581 964.593 797.195 1416.987 0.340 0.185 0.452 0.508 nan nan nan nan nan nan
K00152.01 1.177 1.120 1.249 1.309 1.161 1.526 6220.504 6140.783 6316.163 4.271 4.162 4.365 0.001 -0.086 0.080 9.512 9.318 9.609 994.542 882.473 1158.118 0.130 0.068 0.198 2.462 6198 100.0 4.237 0.129 -0.04 0.12
K00152.02 1.176 1.119 1.250 1.310 1.164 1.529 6220.214 6144.413 6314.205 4.270 4.159 4.365 -0.003 -0.090 0.083 9.511 9.323 9.607 995.419 882.471 1160.457 0.128 0.067 0.195 2.462 6198 100.0 4.237 0.129 -0.04 0.12
K00152.03 1.176 1.119 1.250 1.310 1.164 1.529 6220.214 6144.413 6314.205 4.270 4.159 4.365 -0.003 -0.090 0.083 9.511 9.323 9.607 995.419 882.471 1160.457 0.128 0.067 0.195 2.462 6198 100.0 4.237 0.129 -0.04 0.12
K00152.04 1.177 1.120 1.246 1.310 1.167 1.530 6221.245 6140.043 6314.088 4.272 4.157 4.365 -0.002 -0.090 0.078 9.510 9.326 9.611 995.488 885.273 1160.079 0.128 0.067 0.196 2.462 6198 100.0 4.237 0.129 -0.04 0.12
K00153.01 0.791 0.763 0.811 0.730 0.713 0.741 4808.086 4766.653 4855.248 4.611 4.603 4.619 0.024 -0.076 0.124 9.427 9.206 9.690 255.523 249.025 261.054 0.067 0.021 0.134 0.182 4728 96.0 4.613 0.013 0.04 0.17
K00153.02 0.790 0.762 0.812 0.729 0.712 0.742 4806.791 4765.868 4855.100 4.611 4.602 4.619 0.022 -0.081 0.131 9.429 9.199 9.697 255.383 248.660 261.233 0.066 0.021 0.132 0.182 4728 96.0 4.613 0.013 0.04 0.17
K00155.01 0.992 0.942 1.042 1.085 0.962 1.257 5785.152 5692.474 5878.438 4.357 4.245 4.468 -0.005 -0.132 0.080 9.837 9.534 9.952 570.310 505.320 661.255 0.202 0.116 0.283 0.358 5746 112.0 4.266 0.133 -0.08 0.15
K00156.01 0.767 0.745 0.787 0.711 0.698 0.723 4661.519 4613.740 4717.680 4.621 4.611 4.628 0.069 -0.026 0.164 9.429 9.209 9.703 255.493 249.729 261.320 0.100 0.031 0.188 0.264 4599 97.0 4.62 0.013 0.1 0.14
K00156.02 0.767 0.745 0.787 0.710 0.698 0.723 4661.345 4613.260 4718.018 4.620 4.611 4.628 0.068 -0.026 0.164 9.432 9.206 9.705 255.588 249.926 261.286 0.101 0.032 0.185 0.264 4599 97.0 4.62 0.013 0.1 0.14
K00156.03 0.766 0.744 0.786 0.711 0.698 0.723 4659.469 4610.928 4719.140 4.620 4.611 4.628 0.069 -0.026 0.160 9.443 9.206 9.721 255.549 249.536 261.375 0.097 0.030 0.187 0.264 4599 97.0 4.62 0.013 0.1 0.14
K00157.01 0.989 0.950 1.029 1.063 1.003 1.136 5743.138 5671.308 5830.821 4.378 4.327 4.428 0.035 -0.059 0.128 9.831 9.677 9.934 632.179 595.439 676.876 0.095 0.033 0.173 1.134 5657 107.0 4.364 0.051 0.0 0.14
K00157.02 0.988 0.951 1.029 1.063 1.001 1.131 5742.963 5671.613 5833.239 4.377 4.330 4.430 0.034 -0.059 0.128 9.832 9.672 9.931 631.684 594.974 675.026 0.094 0.031 0.174 1.134 5657 107.0 4.364 0.051 0.0 0.14
K00157.03 0.988 0.951 1.029 1.064 1.001 1.137 5745.303 5671.164 5835.324 4.377 4.326 4.430 0.036 -0.061 0.130 9.833 9.668 9.934 632.884 593.430 678.745 0.096 0.031 0.174 1.134 5657 107.0 4.364 0.051 0.0 0.14
K00157.04 0.988 0.951 1.031 1.063 1.002 1.132 5745.292 5670.799 5834.610 4.378 4.328 4.431 0.035 -0.061 0.133 9.829 9.667 9.933 632.478 594.495 675.062 0.097 0.034 0.175 1.134 5657 107.0 4.364 0.051 0.0 0.14
K00157.05 0.988 0.950 1.030 1.065 1.003 1.132 5744.443 5669.537 5832.576 4.377 4.327 4.429 0.034 -0.060 0.128 9.836 9.667 9.937 633.381 596.378 674.637 0.094 0.033 0.175 1.134 5657 107.0 4.364 0.051 0.0 0.14
K00157.06 0.989 0.950 1.031 1.065 0.999 1.134 5747.266 5671.776 5835.772 4.378 4.328 4.432 0.036 -0.064 0.131 9.828 9.667 9.933 633.038 594.009 676.094 0.097 0.035 0.175 1.134 5657 107.0 4.364 0.051 0.0 0.14
K00158.01 1.270 1.176 1.464 1.449 1.205 2.067 6225.487 6130.633 6304.647 4.216 3.969 4.355 0.161 0.017 0.313 9.417 9.230 9.521 868.750 724.784 1236.329 0.533 0.475 0.560 0.57 nan nan nan nan nan nan
K00159.01 1.075 1.031 1.124 1.142 1.035 1.306 5933.952 5842.440 6024.915 4.351 4.249 4.436 0.065 -0.016 0.157 9.649 9.361 9.797 628.151 567.955 716.863 0.148 0.071 0.229 0.718 5881 105.0 4.315 0.107 0.07 0.13
K00159.02 1.074 1.030 1.126 1.148 1.036 1.307 5930.672 5839.501 6028.448 4.348 4.246 4.433 0.068 -0.020 0.162 9.657 9.367 9.804 630.991 568.757 717.028 0.148 0.071 0.230 0.718 5881 105.0 4.315 0.107 0.07 0.13
K00160.01 1.327 1.141 1.565 1.527 1.202 2.207 6495.316 6184.071 6768.836 4.194 3.940 4.343 0.028 -0.138 0.149 9.310 9.167 9.497 1064.509 824.016 1523.906 0.447 0.246 0.621 0.741 nan nan nan nan nan nan
K00161.01 0.864 0.837 0.890 0.790 0.774 0.805 5010.933 4936.812 5093.465 4.580 4.570 4.589 0.212 0.113 0.293 9.440 9.178 9.659 280.395 273.802 287.196 0.206 0.107 0.314 0.553 4984 103.0 4.579 0.01 0.3 0.12
K00162.01 1.028 0.983 1.077 1.084 0.982 1.227 5837.682 5738.388 5935.307 4.378 4.279 4.462 0.041 -0.055 0.134 9.721 9.400 9.878 685.235 619.398 775.752 0.188 0.101 0.277 0.524 5788 115.0 4.323 0.117 0.0 0.14
K00163.01 0.868 0.837 0.894 0.790 0.767 0.808 5239.779 5196.600 5287.889 4.582 4.572 4.595 -0.042 -0.144 0.069 9.316 9.127 9.536 366.633 355.169 377.269 0.037 0.010 0.087 0.271 5078 107.0 4.591 0.016 0.0 0.16
K00164.01 1.311 1.156 1.522 1.486 1.207 2.138 6418.142 6156.478 6610.094 4.208 3.956 4.342 0.066 -0.072 0.206 9.339 9.198 9.498 836.020 672.058 1192.069 0.600 0.430 0.726 0.798 nan nan nan nan nan nan
K00165.01 0.849 0.811 0.881 0.801 0.777 0.824 5208.077 5140.081 5277.508 4.562 4.535 4.583 -0.029 -0.133 0.070 9.684 9.349 9.912 420.103 405.939 434.043 0.133 0.055 0.210 0.26 5211 109.0 4.552 0.028 0.0 0.16
K00166.01 0.865 0.829 0.897 0.810 0.786 0.834 5249.457 5188.580 5325.860 4.561 4.534 4.580 -0.016 -0.121 0.090 9.602 9.289 9.854 370.853 358.918 383.586 0.088 0.027 0.177 0.427 5211 105.0 4.552 0.029 0.0 0.16
K00167.01 1.247 1.207 1.300 1.342 1.241 1.486 6323.274 6257.714 6398.470 4.279 4.203 4.337 0.113 0.020 0.206 9.366 9.192 9.473 807.824 745.101 893.323 0.046 0.013 0.098 0.226 6224 104.0 4.279 0.083 0.16 0.12
K00168.01 1.106 1.073 1.142 1.570 1.526 1.619 5887.113 5812.273 5963.695 4.091 4.073 4.108 0.033 -0.055 0.096 9.824 9.740 9.890 869.682 841.695 898.691 0.115 0.047 0.181 0.242 5828 100.0 4.09 0.019 -0.05 0.101
K00168.02 1.105 1.073 1.146 1.570 1.524 1.619 5882.590 5811.454 5963.653 4.091 4.073 4.109 0.030 -0.068 0.097 9.823 9.738 9.890 868.842 841.473 899.784 0.111 0.045 0.180 0.242 5828 100.0 4.09 0.019 -0.05 0.101
K00168.03 1.105 1.073 1.147 1.570 1.525 1.622 5880.689 5807.548 5963.423 4.090 4.071 4.109 0.033 -0.057 0.100 9.825 9.741 9.892 869.484 841.668 900.581 0.111 0.046 0.179 0.242 5828 100.0 4.09 0.019 -0.05 0.101
K00169.01 0.989 0.929 1.048 0.983 0.895 1.140 5790.615 5677.913 5913.158 4.455 4.323 4.517 -0.031 -0.211 0.112 9.601 9.225 9.880 552.679 499.257 642.415 0.134 0.044 0.230 0.277 nan nan nan nan nan nan
K00170.01 1.615 1.464 1.758 1.998 1.626 2.395 7340.149 7144.521 7592.975 4.051 3.923 4.182 -0.099 -0.274 0.080 9.103 9.042 9.167 1558.712 1277.493 1863.202 0.148 0.051 0.260 0.353 nan nan nan nan nan nan
K00171.01 1.208 1.142 1.322 1.427 1.210 1.776 6193.464 6125.496 6283.164 4.210 4.058 4.335 0.039 -0.027 0.108 9.525 9.399 9.612 987.538 838.409 1224.952 0.104 0.052 0.170 0.44 6122 108.0 4.173 0.165 0.02 0.1
K00171.02 1.208 1.140 1.325 1.420 1.199 1.753 6195.573 6125.782 6291.894 4.212 4.071 4.345 0.039 -0.028 0.111 9.520 9.381 9.608 981.060 831.180 1210.438 0.105 0.052 0.175 0.44 6122 108.0 4.173 0.165 0.02 0.1
K00172.01 0.944 0.891 0.989 0.952 0.881 1.057 5742.907 5682.555 5818.807 4.457 4.361 4.522 -0.137 -0.272 -0.011 9.722 9.324 9.934 583.541 537.963 646.931 0.057 0.018 0.122 0.476 5637 116.0 4.399 0.113 -0.3 0.18
K00172.02 0.942 0.888 0.988 0.953 0.881 1.054 5743.167 5682.852 5817.981 4.455 4.362 4.523 -0.139 -0.282 -0.017 9.726 9.325 9.936 583.085 537.747 645.527 0.057 0.017 0.124 0.476 5637 116.0 4.399 0.113 -0.3 0.18
K00173.01 1.015 0.978 1.054 1.094 0.976 1.267 5799.364 5737.196 5874.835 4.362 4.248 4.466 0.030 -0.062 0.120 9.796 9.454 9.911 714.919 636.375 827.741 0.066 0.021 0.131 0.207 5705 108.0 4.297 0.127 0.0 0.14
K00174.01 0.752 0.715 0.788 0.720 0.691 0.746 4869.463 4808.472 4932.609 4.604 4.573 4.627 -0.129 -0.248 -0.013 9.764 9.310 10.057 289.946 277.228 301.742 0.139 0.054 0.224 0.289 4802 101.0 4.582 0.039 -0.22 0.16
K00175.01 1.258 1.080 1.538 1.425 1.104 2.285 6283.893 5998.225 6645.342 4.224 3.921 4.390 0.016 -0.128 0.154 9.365 9.188 9.570 811.937 612.805 1295.679 0.456 0.239 0.689 1.28 nan nan nan nan nan nan
K00176.01 1.285 1.218 1.384 1.487 1.292 1.795 6345.890 6272.606 6426.461 4.200 4.070 4.305 0.088 -0.004 0.182 9.424 9.283 9.491 960.562 836.598 1157.769 0.070 0.024 0.132 0.3 6325 98.0 4.188 0.13 0.16 0.14
K00177.01 1.002 0.959 1.043 1.020 0.947 1.132 5772.168 5690.417 5867.150 4.421 4.334 4.487 0.026 -0.078 0.121 9.703 9.362 9.886 474.450 439.523 528.035 0.136 0.061 0.220 0.833 5706 108.0 4.382 0.095 0.0 0.14
K00178.01 1.287 1.167 1.496 1.469 1.215 2.130 6396.172 6278.446 6515.132 4.211 3.957 4.340 0.034 -0.131 0.164 9.374 9.220 9.477 954.363 786.429 1367.314 0.105 0.037 0.178 0.212 nan nan nan nan nan nan
K00179.01 1.179 1.130 1.239 1.287 1.164 1.481 6226.271 6146.565 6307.048 4.289 4.185 4.368 0.019 -0.062 0.095 9.488 9.291 9.588 917.289 827.398 1053.657 0.351 0.286 0.405 0.445 6218 102.0 4.261 0.111 0.0 0.1
K00180.01 0.958 0.931 0.980 0.872 0.852 0.893 5667.160 5617.044 5719.073 4.538 4.526 4.549 -0.092 -0.177 -0.001 9.174 9.065 9.333 377.010 366.971 387.388 0.037 0.011 0.080 0.137 5615 105.0 4.552 0.015 -0.06 0.14
K00181.01 1.054 0.976 1.146 1.091 0.961 1.388 5963.428 5851.383 6117.083 4.386 4.207 4.477 -0.021 -0.218 0.116 9.572 9.248 9.789 1046.034 915.586 1334.689 0.118 0.036 0.225 0.289 nan nan nan nan nan nan
K00182.01 1.102 0.998 1.257 1.169 0.989 1.543 6072.875 5828.213 6291.012 4.347 4.147 4.458 0.013 -0.157 0.146 9.492 9.247 9.712 826.541 690.343 1089.277 0.363 0.173 0.513 0.604 nan nan nan nan nan nan
K00183.01 1.059 0.994 1.127 1.074 0.967 1.346 5914.759 5797.429 6006.584 4.400 4.222 4.476 0.043 -0.113 0.176 9.589 9.245 9.787 857.676 768.061 1073.062 0.178 0.082 0.239 0.265 nan nan nan nan nan nan
K00184.01 1.228 1.101 1.435 1.357 1.123 1.978 6312.406 6085.184 6475.194 4.260 4.001 4.383 0.046 -0.123 0.168 9.398 9.232 9.546 1527.381 1242.356 2207.423 0.388 0.231 0.489 0.531 nan nan nan nan nan nan
K00186.01 1.066 1.001 1.143 1.086 0.978 1.346 5948.113 5796.710 6058.330 4.395 4.228 4.471 0.041 -0.112 0.179 9.555 9.243 9.757 1166.598 1043.761 1440.904 0.222 0.101 0.297 0.328 nan nan nan nan nan nan
K00187.01 1.088 1.027 1.179 1.114 1.003 1.414 5928.908 5831.465 6012.466 4.377 4.196 4.459 0.109 -0.042 0.260 9.559 9.241 9.738 1160.863 1039.133 1471.985 0.193 0.114 0.237 0.255 nan nan nan nan nan nan
K00188.01 0.845 0.798 0.886 0.804 0.760 0.856 5217.187 5126.468 5314.519 4.562 4.498 4.593 -0.028 -0.198 0.125 9.669 9.274 10.037 611.880 575.639 654.275 0.144 0.044 0.242 0.297 nan nan nan nan nan nan
K00189.01 0.787 0.746 0.823 0.747 0.710 0.775 4923.610 4879.024 4970.513 4.597 4.557 4.618 -0.029 -0.196 0.114 9.665 9.265 10.030 428.083 406.170 446.214 0.071 0.022 0.115 0.138 nan nan nan nan nan nan
K00190.01 0.928 0.873 0.978 0.890 0.832 0.978 5544.162 5406.436 5669.884 4.512 4.425 4.556 -0.010 -0.179 0.142 9.585 9.217 9.941 577.458 535.155 638.922 0.202 0.068 0.310 0.368 nan nan nan nan nan nan
K00191.01 0.904 0.864 0.942 0.878 0.838 0.929 5444.251 5361.302 5535.331 4.509 4.453 4.551 -0.001 -0.111 0.099 9.742 9.338 9.970 833.426 791.957 883.111 0.133 0.051 0.227 0.567 5422 110.0 4.484 0.058 0.02 0.16
